train/n_updates,time/fps,train/explained_variance,rollout/ep_rew_mean,train/entropy_loss,train/std,train/policy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,time/iterations,train/value_loss
3899,407,0.0,-98822.775,-8.875688552856445,1.062799334526062,-78243.6171875,118.8,191,78000,0.0007,3900,1001161664.0
3999,407,-1.1920928955078125e-07,-98635.325,-8.885825157165527,1.0648572444915771,-209.1029815673828,127.1,196,80000,0.0007,4000,704.3195190429688
4099,407,0.0009367465972900391,-98056.2,-8.897688865661621,1.0670280456542969,-9.951189041137695,131.22,201,82000,0.0007,4100,2.9751994609832764
4199,408,0.0,-97476.46666666001,-8.922927856445312,1.0706572532653809,-226497.046875,143.91,205,84000,0.0007,4200,1933556096.0
4299,407,2.5033950805664062e-06,-96599.61666666,-8.909514427185059,1.0694071054458618,-103.6527328491211,156.5,210,86000,0.0007,4300,343.38519287109375
4399,408,0.0,-96161.53928570001,-8.906346321105957,1.0685070753097534,-211.586181640625,157.06,215,88000,0.0007,4400,677.57275390625
4499,408,5.960464477539063e-08,-96781.57261903999,-8.913398742675781,1.069771647453308,-158.3896484375,146.07,220,90000,0.0007,4500,503.0469665527344
4599,408,-2.384185791015625e-07,-97142.62261904002,-8.911337852478027,1.0691883563995361,-216.0519256591797,139.13,225,92000,0.0007,4600,662.650390625
4699,408,-4.76837158203125e-07,-97798.84761904001,-8.942875862121582,1.075026273727417,-161.69815063476562,133.56,230,94000,0.0007,4700,491.6525573730469
4799,408,0.0,-98282.62261905,-8.98635482788086,1.0832074880599976,-97.07330322265625,123.48,234,96000,0.0007,4800,325.88116455078125
4899,409,0.0,-98799.09166666999,-9.007061004638672,1.0871737003326416,-194.8780517578125,106.29,239,98000,0.0007,4900,641.81005859375
4999,409,0.0,-98996.625,-9.038818359375,1.0927026271820068,-148.6264190673828,106.18,244,100000,0.0007,5000,476.16796875
5099,409,-1.1920928955078125e-07,-98634.54166666999,-9.06589412689209,1.0976146459579468,-148.84742736816406,113.73,248,102000,0.0007,5100,470.9053649902344
5199,409,-2.384185791015625e-07,-98599.89166667,-9.092833518981934,1.1024338006973267,-203.7532958984375,111.15,253,104000,0.0007,5200,620.3937377929688
5299,409,3.6954879760742188e-06,-98430.675,-9.130095481872559,1.1098783016204834,-188.7077178955078,114.77,258,106000,0.0007,5300,613.7012329101562
5399,410,6.020069122314453e-06,-99115.4,-9.15056037902832,1.11326003074646,-61.38859939575195,104.06,263,108000,0.0007,5400,170.64894104003906
5499,410,0.0,-98781.175,-9.156508445739746,1.1144156455993652,-173478.453125,111.74,268,110000,0.0007,5500,1931841408.0
5599,410,-1.1920928955078125e-07,-98390.55833333,-9.146697044372559,1.1122875213623047,-250076.203125,115.85,272,112000,0.0007,5600,2391004928.0
5699,410,0.0,-98247.15833333001,-9.145275115966797,1.1124155521392822,-138.32920837402344,128.37,277,114000,0.0007,5700,442.89434814453125
5799,410,0.0,-97331.82499999001,-9.149805068969727,1.112771987915039,-210.63450622558594,140.07,282,116000,0.0007,5800,580.6572265625
5899,410,1.8477439880371094e-06,-97335.12499999002,-9.153822898864746,1.1142014265060425,-189.30459594726562,140.4,287,118000,0.0007,5900,572.9228515625
5999,410,-1.1920928955078125e-07,-94734.27499999001,-9.144311904907227,1.1121032238006592,-200.8517303466797,169.4,292,120000,0.0007,6000,566.1232299804688
6099,410,7.748603820800781e-07,-94788.57499999001,-9.167240142822266,1.1165826320648193,-203.93849182128906,174.83,297,122000,0.0007,6100,558.9889526367188
6199,410,0.0,-93083.97499999002,-9.157011985778809,1.1150201559066772,-123676.375,204.35,302,124000,0.0007,6200,1462326144.0
6299,409,1.1920928955078125e-07,-93378.37499999002,-9.184961318969727,1.1202573776245117,-143.84300231933594,213.16,307,126000,0.0007,6300,409.7021179199219
6399,409,1.3709068298339844e-05,-93553.42499999002,-9.208728790283203,1.125065803527832,-134.3891143798828,219.96,312,128000,0.0007,6400,404.8353271484375
6499,409,-1.1920928955078125e-07,-91587.54999999002,-9.208610534667969,1.124732255935669,-141.51951599121094,238.1,317,130000,0.0007,6500,400.2356262207031
6599,409,0.0,-89737.22499999,-9.190764427185059,1.1218547821044922,-176.78689575195312,265.74,322,132000,0.0007,6600,525.8375854492188
6699,409,5.960464477539063e-08,-89811.12499999,-9.199302673339844,1.1226948499679565,-187.15444946289062,273.13,327,134000,0.0007,6700,519.1715698242188
6799,409,0.0,-88042.52499999,-9.200285911560059,1.122636079788208,-206.1326141357422,296.25,332,136000,0.0007,6800,512.634033203125
6899,409,-1.1920928955078125e-07,-88128.52499999,-9.196356773376465,1.1222095489501953,-186.06277465820312,304.85,337,138000,0.0007,6900,506.0702819824219
6999,409,0.0,-85618.09999999,-9.205238342285156,1.1236616373062134,-193.8285369873047,333.44,341,140000,0.0007,7000,499.161376953125
7099,409,0.0,-84936.91666666,-9.185640335083008,1.1203123331069946,-186.3426055908203,344.12,346,142000,0.0007,7100,492.817626953125
7199,409,-1.1920928955078125e-07,-83115.01666666,-9.18817138671875,1.1210463047027588,-173.3305206298828,361.91,351,144000,0.0007,7200,486.3873596191406
7299,409,-1.1920928955078125e-07,-82372.81666666,-9.204111099243164,1.1241142749786377,-186.23008728027344,387.68,356,146000,0.0007,7300,479.8372497558594
7399,408,0.0,-82534.51666666,-9.198104858398438,1.1230289936065674,-187.010498046875,403.85,362,148000,0.0007,7400,473.5617370605469
7499,408,1.1920928955078125e-07,-83049.86666666,-9.2048978805542,1.124466896057129,-72.9203109741211,402.73,367,150000,0.0007,7500,238.02720642089844
7599,408,1.1920928955078125e-07,-82978.86666666,-9.207019805908203,1.1246751546859741,-165.99778747558594,420.97,371,152000,0.0007,7600,461.5326232910156
7699,408,0.0,-83309.99166666,-9.211485862731934,1.1252025365829468,-168.28672790527344,432.97,376,154000,0.0007,7700,454.88482666015625
7799,408,-1.1920928955078125e-07,-83841.69166666,-9.19169807434082,1.1211011409759521,-164.00804138183594,444.15,381,156000,0.0007,7800,448.87237548828125
7899,408,-1.1920928955078125e-07,-84234.28333333001,-9.236574172973633,1.129821538925171,-167.85806274414062,450.88,386,158000,0.0007,7900,442.8115234375
7999,408,0.0,-83442.85833333,-9.225610733032227,1.1267420053482056,-198.3597412109375,458.21,391,160000,0.0007,8000,436.7417907714844
8099,408,-1.1920928955078125e-07,-81797.40833333001,-9.23795223236084,1.1296114921569824,-175.23728942871094,470.01,396,162000,0.0007,8100,430.4249572753906
8199,408,0.0,-80966.90833333001,-9.253817558288574,1.1327836513519287,-171.62393188476562,486.95,401,164000,0.0007,8200,424.1619567871094
8299,408,1.1920928955078125e-07,-79208.68333333,-9.264732360839844,1.134725570678711,-172.2261962890625,500.95,406,166000,0.0007,8300,417.9937438964844
8399,408,0.0,-77383.78333333001,-9.278233528137207,1.1373902559280396,-172.9721221923828,518.44,411,168000,0.0007,8400,411.8548889160156
8499,408,1.1920928955078125e-07,-75543.48333333,-9.28393840789795,1.1389498710632324,-159.78538513183594,534.39,416,170000,0.0007,8500,405.87750244140625
8599,408,0.0,-74906.2,-9.31070327758789,1.1435871124267578,-166.92173767089844,544.1,421,172000,0.0007,8600,399.9837951660156
8699,407,0.0,-74933.3,-9.3233642578125,1.1457246541976929,-168.8789520263672,546.81,426,174000,0.0007,8700,394.1213073730469
8799,407,-1.1920928955078125e-07,-73954.1,-9.351462364196777,1.1508369445800781,-168.2963409423828,548.88,431,176000,0.0007,8800,388.1842956542969
8899,408,0.0,-72137.7,-9.345987319946289,1.1495522260665894,-175.7498321533203,567.22,436,178000,0.0007,8900,382.3233947753906
8999,408,0.0,-70188.6,-9.334476470947266,1.1478314399719238,-170.1879425048828,572.29,441,180000,0.0007,9000,376.5614929199219
9099,407,0.0,-69282.9,-9.335375785827637,1.1481411457061768,-166.0803680419922,581.71,446,182000,0.0007,9100,370.8085021972656
9199,407,1.1920928955078125e-07,-67463.9,-9.342635154724121,1.1487921476364136,-174.9293212890625,599.79,451,184000,0.0007,9200,365.1039733886719
9299,407,0.0,-66549.2,-9.33848762512207,1.1489932537078857,-149.7963409423828,608.31,455,186000,0.0007,9300,359.45074462890625
9399,408,1.1920928955078125e-07,-64722.5,-9.37248420715332,1.1554980278015137,-157.8578643798828,625.62,460,188000,0.0007,9400,353.8422546386719
9499,407,0.0,-62853.2,-9.366952896118164,1.1549534797668457,-145.42918395996094,638.67,465,190000,0.0007,9500,348.28857421875
9599,407,0.0,-61010.7,-9.388261795043945,1.1583096981048584,-161.5087127685547,654.4,470,192000,0.0007,9600,342.7823791503906
9699,408,-1.1920928955078125e-07,-59181.1,-9.40107250213623,1.1610751152038574,-151.5875701904297,671.42,475,194000,0.0007,9700,337.2617492675781
9799,408,5.960464477539063e-08,-57284.5,-9.435297012329102,1.1675750017166138,-156.4137725830078,681.74,480,196000,0.0007,9800,331.92022705078125
9899,407,1.1920928955078125e-07,-57431.975,-9.441608428955078,1.16849684715271,-163.4939422607422,681.74,485,198000,0.0007,9900,326.495361328125
9999,407,0.0,-56602.3,-9.417704582214355,1.164649486541748,-147.0743865966797,686.07,490,200000,0.0007,10000,321.1722412109375
10099,407,0.0,-56641.5,-9.475757598876953,1.1754233837127686,-159.28164672851562,689.99,495,202000,0.0007,10100,315.8468933105469
10199,407,1.1920928955078125e-07,-55664.9,-9.48307991027832,1.1761019229888916,-170.0849609375,692.32,500,204000,0.0007,10200,310.6678466796875
10299,407,0.0,-54685.4,-9.489012718200684,1.1780507564544678,-161.72198486328125,694.36,505,206000,0.0007,10300,305.4376220703125
10399,407,0.0,-53691.2,-9.504846572875977,1.1815929412841797,-151.61546325683594,694.93,510,208000,0.0007,10400,300.34136962890625
10499,407,-1.1920928955078125e-07,-53691.2,-9.529642105102539,1.18611478805542,-156.76817321777344,694.93,515,210000,0.0007,10500,295.1513671875
10599,407,0.0,-52735.4,-9.54611587524414,1.190045714378357,-144.08201599121094,699.34,520,212000,0.0007,10600,290.0810546875
10699,407,0.0,-52735.4,-9.555665969848633,1.192185640335083,-141.57505798339844,699.34,524,214000,0.0007,10700,285.0312805175781
10799,407,0.0,-50836.4,-9.562568664550781,1.1929579973220825,-158.19700622558594,709.42,529,216000,0.0007,10800,280.1021423339844
10899,407,0.0,-49902.3,-9.530704498291016,1.1875019073486328,-144.5782928466797,716.0,534,218000,0.0007,10900,275.14373779296875
10999,407,0.0,-47938.2,-9.509093284606934,1.1837658882141113,-132.56716918945312,719.57,540,220000,0.0007,11000,270.2227478027344
11099,407,0.0,-46115.1,-9.517276763916016,1.185373306274414,-136.2394256591797,737.24,545,222000,0.0007,11100,265.33990478515625
11199,407,0.0,-44298.8,-9.519512176513672,1.1854617595672607,-137.9396209716797,755.59,550,224000,0.0007,11200,260.50146484375
11299,407,0.0,-42432.0,-9.492965698242188,1.1798690557479858,-148.3057861328125,768.89,555,226000,0.0007,11300,255.7234344482422
11399,407,0.0,-40591.5,-9.469794273376465,1.1761133670806885,-128.74658203125,784.82,559,228000,0.0007,11400,251.0308074951172
11499,407,0.0,-38761.6,-9.490008354187012,1.1800446510314941,-129.8097686767578,801.81,564,230000,0.0007,11500,246.3729248046875
11599,406,0.0,-36924.4,-9.470976829528809,1.1763386726379395,-131.6788787841797,818.07,570,232000,0.0007,11600,241.7764129638672
11699,406,0.0,-35072.0,-9.482322692871094,1.1784167289733887,-130.8228302001953,832.81,575,234000,0.0007,11700,237.14892578125
11799,406,-1.1920928955078125e-07,-33254.1,-9.473743438720703,1.1775453090667725,-122.032470703125,851.0,580,236000,0.0007,11800,232.6279754638672
11899,406,0.0,-31598.7,-9.480330467224121,1.1782183647155762,-132.2041778564453,860.1,585,238000,0.0007,11900,228.1024169921875
11999,406,-1.1920928955078125e-07,-29696.0,-9.492578506469727,1.181537389755249,-123.1479721069336,869.81,589,240000,0.0007,12000,223.6443328857422
12099,406,1.1920928955078125e-07,-27861.0,-9.491073608398438,1.1803383827209473,-136.5347900390625,886.29,595,242000,0.0007,12100,219.218994140625
12199,406,-1.1920928955078125e-07,-25924.6,-9.483163833618164,1.1787166595458984,-134.3778076171875,892.63,600,244000,0.0007,12200,214.86680603027344
12299,406,-2.384185791015625e-07,-24096.2,-9.478598594665527,1.1784255504608154,-133.04812622070312,909.77,605,246000,0.0007,12300,210.5351104736328
12399,406,0.0,-22217.2,-9.449749946594238,1.173174262046814,-120.01954650878906,921.85,609,248000,0.0007,12400,206.24844360351562
12499,406,0.0,-20343.5,-9.477008819580078,1.1786019802093506,-120.9974365234375,934.46,614,250000,0.0007,12500,201.9991455078125
12599,406,-2.384185791015625e-07,-18505.1,-9.475282669067383,1.178817629814148,-111.97747039794922,950.6,619,252000,0.0007,12600,197.771728515625
12699,406,-1.1920928955078125e-07,-16594.1,-9.499561309814453,1.1828004121780396,-127.2044677734375,959.48,624,254000,0.0007,12700,193.65060424804688
12799,406,0.0,-15656.0,-9.504861831665039,1.1847314834594727,-114.12499237060547,965.66,629,256000,0.0007,12800,189.5342254638672
12899,406,0.0,-14748.2,-9.530038833618164,1.1890034675598145,-121.6694107055664,974.87,634,258000,0.0007,12900,185.472900390625
12999,406,0.0,-13827.6,-9.525562286376953,1.1883032321929932,-117.4200439453125,982.8,639,260000,0.0007,13000,181.4338836669922
13099,406,-1.1920928955078125e-07,-12838.9,-9.548949241638184,1.1938337087631226,-107.40697479248047,983.92,644,262000,0.0007,13100,177.46604919433594
13199,406,0.0,-12838.9,-9.54020881652832,1.191049575805664,-117.84136199951172,983.92,649,264000,0.0007,13200,173.57887268066406
13299,406,-1.1920928955078125e-07,-11928.7,-9.571852684020996,1.1979293823242188,-113.8567886352539,992.89,654,266000,0.0007,13300,169.64622497558594
13399,406,0.0,-11928.7,-9.566641807556152,1.1964339017868042,-120.1581802368164,992.89,659,268000,0.0007,13400,165.82041931152344
13499,406,-1.1920928955078125e-07,-11928.7,-9.578582763671875,1.1995911598205566,-109.43074035644531,992.89,664,270000,0.0007,13500,162.02317810058594
13599,406,0.0,-11928.7,-9.566247940063477,1.1974867582321167,-108.3933334350586,992.89,669,272000,0.0007,13600,158.2744598388672
13699,406,0.0,-10990.7,-9.580769538879395,1.2009109258651733,-102.5672378540039,999.08,674,274000,0.0007,13700,154.5354766845703
13799,406,0.0,-10990.7,-9.588998794555664,1.2022892236709595,-100.58098602294922,999.08,679,276000,0.0007,13800,150.865234375
13899,405,0.0,-10990.7,-9.610843658447266,1.2057921886444092,-108.7005615234375,999.08,684,278000,0.0007,13900,147.2394561767578
13999,406,0.0,-10990.7,-9.602351188659668,1.204169511795044,-101.3839111328125,999.08,689,280000,0.0007,14000,143.6765899658203
14099,406,0.0,-10990.7,-9.595015525817871,1.20270836353302,-101.67414855957031,999.08,694,282000,0.0007,14100,140.13844299316406
14199,405,-1.1920928955078125e-07,-10990.7,-9.582157135009766,1.200307846069336,-100.05272674560547,999.08,699,284000,0.0007,14200,136.6912841796875
14299,405,0.0,-10990.7,-9.582343101501465,1.2003285884857178,-99.66437530517578,999.08,704,286000,0.0007,14300,133.2368621826172
14399,405,-1.1920928955078125e-07,-10990.7,-9.580804824829102,1.1993975639343262,-102.1052017211914,999.08,709,288000,0.0007,14400,129.82127380371094
14499,405,0.0,-10990.7,-9.581232070922852,1.1993048191070557,-99.00032806396484,999.08,714,290000,0.0007,14500,126.46343231201172
14599,405,0.0,-10990.7,-9.587106704711914,1.2003679275512695,-93.59172821044922,999.08,719,292000,0.0007,14600,123.14566802978516
14699,405,0.0,-15664.7,-9.59439468383789,1.201740026473999,-97.45218658447266,966.53,724,294000,0.0007,14700,119.89385223388672
14799,405,0.0,-16573.7,-9.598410606384277,1.203109860420227,-90.18087005615234,957.44,729,296000,0.0007,14800,116.66368865966797
14899,405,0.0,-20406.9,-9.608085632324219,1.2050131559371948,-90.3043441772461,940.8,734,298000,0.0007,14900,113.499267578125
14999,405,0.0,-24215.2,-9.602052688598633,1.2029006481170654,-97.21367645263672,921.67,739,300000,0.0007,15000,110.3782730102539
15099,405,0.0,-27092.3,-9.600770950317383,1.2030773162841797,-86.0465316772461,909.41,744,302000,0.0007,15100,107.28364562988281
15199,405,0.0,-28027.6,-9.602846145629883,1.2032290697097778,-85.68572235107422,902.95,749,304000,0.0007,15200,104.2296371459961
15299,405,1.1920928955078125e-07,-32642.1,-9.61814022064209,1.2061820030212402,-84.73857116699219,864.45,754,306000,0.0007,15300,101.24748992919922
15399,405,1.1920928955078125e-07,-33609.0,-9.639777183532715,1.2099016904830933,-83.85323333740234,861.15,758,308000,0.0007,15400,98.26929473876953
15499,405,-1.1920928955078125e-07,-40099.1,-9.645319938659668,1.2109349966049194,-89.61116790771484,810.23,764,310000,0.0007,15500,95.37825775146484
15599,405,1.1920928955078125e-07,-49259.9,-9.673552513122559,1.21706223487854,-85.46794891357422,726.41,768,312000,0.0007,15600,92.51126861572266
15699,405,-1.1920928955078125e-07,-80089.7,-9.684185028076172,1.219240665435791,-83.78160858154297,409.73,773,314000,0.0007,15700,89.81640625
15799,405,-1.1920928955078125e-07,-95465.8,-9.68918514251709,1.220198154449463,-82.7486343383789,247.51,778,316000,0.0007,15800,87.0240707397461
15899,406,0.0,-96547.675,-9.663874626159668,1.2150769233703613,-76.732421875,166.16,783,318000,0.0007,15900,84.46920013427734
15999,405,0.0,-100901.075,-9.694391250610352,1.2207045555114746,-82.11724090576172,101.55,788,320000,0.0007,16000,81.72198486328125
16099,405,0.0,-100783.075,-9.700183868408203,1.2225055694580078,-127795.7265625,89.75,793,322000,0.0007,16100,1449107456.0
16199,405,0.0,-100577.575,-9.737342834472656,1.2300140857696533,-139178.75,69.2,798,324000,0.0007,16200,1448980736.0
16299,405,1.7702579498291016e-05,-100607.7,-9.751291275024414,1.232931137084961,-39.47050094604492,61.77,803,326000,0.0007,16300,70.46988677978516
16399,405,5.960464477539063e-08,-100445.01666667,-9.753073692321777,1.232870101928711,-79.4098129272461,68.24,808,328000,0.0007,16400,72.28108215332031
16499,405,0.0,-100509.11666667,-9.74822998046875,1.232408046722412,-73.773193359375,74.65,813,330000,0.0007,16500,69.70497131347656
16599,405,5.960464477539063e-08,-100663.81666667,-9.756021499633789,1.2339057922363281,-73.04259490966797,90.12,818,332000,0.0007,16600,67.02190399169922
16699,405,5.960464477539063e-08,-100722.16666666999,-9.762584686279297,1.2357348203659058,-68.77204895019531,106.09,823,334000,0.0007,16700,64.63822937011719
16799,405,0.0,-100818.76666667,-9.799094200134277,1.2431238889694214,-70.51808166503906,115.75,828,336000,0.0007,16800,62.2565803527832
16899,405,0.0,-101003.16666666999,-9.795297622680664,1.242388129234314,-70.96588134765625,134.19,833,338000,0.0007,16900,59.9476203918457
16999,405,0.0,-100871.81666667,-9.796955108642578,1.2421730756759644,-114175.4375,141.49,838,340000,0.0007,17000,974944256.0
17099,405,0.0,-101116.1,-9.814323425292969,1.2456200122833252,-73.60730743408203,143.18,842,342000,0.0007,17100,55.61786651611328
17199,405,0.0,-101228.8,-9.832025527954102,1.2505686283111572,-61.56315231323242,154.45,847,344000,0.0007,17200,53.41042709350586
17299,405,0.0,-101373.4,-9.83536434173584,1.250770092010498,-65.5940933227539,168.91,852,346000,0.0007,17300,51.2561149597168
17399,405,1.1920928955078125e-07,-100560.8,-9.84787654876709,1.253493309020996,-65.64552307128906,187.64,857,348000,0.0007,17400,49.1322135925293
17499,405,-1.1920928955078125e-07,-100629.8,-9.837368965148926,1.2510908842086792,-70.068115234375,194.54,862,350000,0.0007,17500,47.0645637512207
17599,405,0.0,-100765.8,-9.838065147399902,1.251841425895691,-67.08650970458984,208.14,867,352000,0.0007,17600,45.04600143432617
17699,405,0.0,-100983.4,-9.83298110961914,1.2512359619140625,-237189.609375,229.9,872,354000,0.0007,17700,2364413440.0
17799,405,4.887580871582031e-06,-101019.6,-9.844679832458496,1.2539262771606445,-56.35124588012695,233.52,877,356000,0.0007,17800,41.1833610534668
17899,405,0.0,-100209.9,-9.849623680114746,1.2551921606063843,-53.0583381652832,252.54,882,358000,0.0007,17900,39.30952835083008
17999,405,0.0,-100465.05,-9.851282119750977,1.2546813488006592,-201785.96875,267.92,887,360000,0.0007,18000,1909780736.0
18099,405,0.0,-100494.85,-9.866531372070312,1.258435845375061,-50.778465270996094,270.9,892,362000,0.0007,18100,35.70197296142578
18199,405,5.960464477539063e-08,-100474.55,-9.860315322875977,1.2578281164169312,-47.90481185913086,268.87,897,364000,0.0007,18200,34.00973129272461
18299,405,0.0,-100456.05,-9.879989624023438,1.261648178100586,-52.968116760253906,267.02,902,366000,0.0007,18300,32.25690460205078
18399,405,0.0,-99550.55,-9.880487442016602,1.2626891136169434,-47.205711364746094,276.46,907,368000,0.0007,18400,30.57673454284668
18499,405,1.7881393432617188e-07,-96944.575,-9.883441925048828,1.263946294784546,-44.687530517578125,305.48,912,370000,0.0007,18500,28.95203971862793
18599,405,0.0,-96944.575,-9.862090110778809,1.2583682537078857,-48.76105499267578,305.48,917,372000,0.0007,18600,27.37403678894043
18699,405,1.1920928955078125e-07,-93378.3,-9.859132766723633,1.258312702178955,-43.931251525878906,338.73,922,374000,0.0007,18700,25.844146728515625
18799,405,0.0,-93378.3,-9.869972229003906,1.2607297897338867,-45.39609146118164,338.73,927,376000,0.0007,18800,24.35236167907715
18899,405,0.0,-90706.4,-9.866107940673828,1.2608377933502197,-41.96245193481445,371.51,931,378000,0.0007,18900,22.924091339111328
18999,405,0.0,-90706.4,-9.872801780700684,1.2623140811920166,-38.27228927612305,371.51,936,380000,0.0007,19000,21.512920379638672
19099,405,0.0,-89937.4,-9.855880737304688,1.2583502531051636,-38.50103759765625,394.6,941,382000,0.0007,19100,20.16468620300293
19199,405,0.0,-89937.4,-9.86984634399414,1.2613840103149414,-36.27706527709961,394.6,946,384000,0.0007,19200,18.847929000854492
19299,405,-1.1920928955078125e-07,-86259.4,-9.861166954040527,1.2580193281173706,-40.17463302612305,426.76,951,386000,0.0007,19300,17.58380699157715
19399,405,-1.1920928955078125e-07,-86259.4,-9.874865531921387,1.2612391710281372,-35.58340835571289,426.76,956,388000,0.0007,19400,16.363651275634766
