time/episodes,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,train/learning_rate,train/ent_coef,time/total_timesteps,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
88,79695.7890625,-0.893501877784729,189.36363636363637,2288,77.39971923828125,-13160.267560818182,307,0.001,1.5134955644607544,18408,59,,
92,144191.28125,-1.0067704916000366,188.06521739130434,2415,198.73284912109375,-12847.220125499998,307,0.001,1.5544326305389404,19424,63,,
95,112179.390625,-1.2483925819396973,191.23157894736843,2487,289.3822937011719,-12874.049956399998,308,0.001,1.5797193050384521,20000,64,,
,,,,,,,,,,20000,,366.4,-10979.712622000001
96,43634.4296875,-1.326918125152588,189.96875,2517,227.0784912109375,-12792.050682354167,292,0.001,1.5903263092041016,20240,69,,
100,68634.703125,-1.3837629556655884,195.96,2601,255.36647033691406,-12614.91991431,293,0.001,1.6227693557739258,20912,71,,
104,116784.6875,-1.2430775165557861,203.23,2679,219.06309509277344,-13396.486665150001,293,0.001,1.6520717144012451,21536,73,,
108,314882.40625,-1.306399941444397,202.61,2761,166.80221557617188,-13171.370774059998,293,0.001,1.6914554834365845,22192,75,,
112,36586.37109375,-1.1840522289276123,214.0,2889,297.59698486328125,-13403.347633219999,294,0.001,1.7400774955749512,23216,78,,
116,97339.265625,-1.1691865921020508,213.3,3007,213.91860961914062,-12596.673252619996,295,0.001,1.7833772897720337,24160,81,,
120,32548.60546875,-1.3113535642623901,216.53,3173,289.7283630371094,-11634.566253289999,297,0.001,1.8496854305267334,25488,85,,
124,52142.6640625,-0.4256683588027954,218.55,3340,225.55352783203125,-10814.09151907,297,0.001,1.9049614667892456,26824,90,,
128,104671.1484375,-0.9210382699966431,222.29,3474,269.8891296386719,-10217.635509349999,297,0.001,1.9313760995864868,27896,93,,
132,161541.03125,-0.5938785076141357,223.07,3582,282.9518737792969,-9881.440364629998,298,0.001,1.9610679149627686,28760,96,,
136,130530.984375,-0.9109984040260315,204.76,3660,306.91552734375,-8311.330627070001,298,0.001,1.9811136722564697,29384,98,,
140,135826.46875,-0.9586949348449707,211.15,3717,187.08372497558594,-8666.20167605,298,0.001,1.9994587898254395,29840,99,,
142,39139.33203125,-1.0341969728469849,204.68,3737,328.5435791015625,-8239.76873956,298,0.001,2.0058343410491943,30000,100,,
,,,,,,,,,,30000,,115.2,-2393.3298432
144,204461.421875,-1.2329180240631104,207.28,3770,270.2333984375,-8142.83822837,295,0.001,2.015716552734375,30264,102,,
148,31524.92578125,-0.7161623239517212,207.83,3850,336.0906677246094,-7819.944787939999,295,0.001,2.0419278144836426,30904,104,,
152,150967.625,-0.7907705307006836,205.17,4009,266.92340087890625,-7402.499767139999,295,0.001,2.098224401473999,32176,108,,
156,74017.140625,-0.544623613357544,207.51,4097,201.794677734375,-7259.54664443,295,0.001,2.124382972717285,32880,111,,
160,98573.7421875,-0.9065382480621338,207.63,4189,271.8328857421875,-7126.4638552000015,295,0.001,2.1420912742614746,33616,113,,
164,151410.375,-0.8596563339233398,201.99,4261,224.93936157226562,-7238.1602692,295,0.001,2.155017137527466,34192,115,,
168,229617.515625,-0.5519682765007019,205.58,4385,261.17449951171875,-7136.081301700001,296,0.001,2.179896593093872,35184,118,,
172,33803.8828125,-0.8572115898132324,199.57,4482,313.359375,-6775.429286470001,296,0.001,2.199176073074341,35960,121,,
176,29587.998046875,-0.9303361177444458,204.23,4625,264.36724853515625,-6519.9978214,297,0.001,2.2372939586639404,37104,124,,
180,86370.71875,-0.44923096895217896,211.93,4670,208.02218627929688,-6478.03529606,297,0.001,2.246997594833374,37464,125,,
184,37604.421875,-0.5352658033370972,212.43,4742,225.9272918701172,-6169.4491326,297,0.001,2.258225917816162,38040,127,,
188,247317.8125,-0.22600877285003662,215.89,4977,293.3377685546875,-6071.683909050002,297,0.001,2.2931594848632812,39920,134,,
189,64895.94140625,-0.11911650747060776,214.87,4987,287.13427734375,-6064.296033629999,297,0.001,2.294173240661621,40000,134,,
,,,,,,,,,,40000,,386.8,328.18305959999986
192,133970.125,-0.17844973504543304,216.74,5054,238.17803955078125,-5918.7470208099985,290,0.001,2.2958552837371826,40536,139,,
196,56097.7578125,0.08781991899013519,214.4,5173,151.3624267578125,-5594.939211499999,290,0.001,2.306727409362793,41488,142,,
200,28639.8828125,-0.47347670793533325,213.24,5390,202.0294952392578,-5537.964558760001,291,0.001,2.3268659114837646,43224,148,,
204,94706.640625,-0.02239769697189331,221.88,5464,90.40361022949219,-4664.909398840001,291,0.001,2.3314599990844727,43816,150,,
208,28351.6796875,0.40598565340042114,230.25,5629,242.49020385742188,-4599.11651726,292,0.001,2.3481173515319824,45136,154,,
212,73604.21875,0.30236348509788513,220.62,5714,30.688751220703125,-3541.0318004899996,292,0.001,2.342696189880371,45816,156,,
216,135357.9375,0.11807547509670258,226.92,5883,28.09364128112793,-3690.92309873,292,0.001,2.349891424179077,47168,161,,
220,32799.1015625,0.402066171169281,219.77,5964,76.20167541503906,-3614.48465308,293,0.001,2.3477134704589844,47816,163,,
224,48824.328125,0.2953994870185852,215.66,6036,81.87628936767578,-3433.13881864,293,0.001,2.338090181350708,48392,165,,
228,230287.90625,0.16787128150463104,217.4,6191,129.03453063964844,-3561.382669630001,293,0.001,2.3233642578125,49632,168,,
228,39173.99609375,0.39476078748703003,217.4,6237,51.59580612182617,-3561.382669630001,293,0.001,2.316519260406494,50000,170,,
,,,,,,,,,,50000,,243.8,-3338.6634848000003
232,40356.38671875,0.23665404319763184,221.17,6325,112.52904510498047,-3600.7902051899996,290,0.001,2.299689292907715,50704,174,,
236,128222.8125,-0.08109359443187714,224.49,6441,170.0279998779297,-3695.0053339200003,290,0.001,2.2890453338623047,51632,177,,
240,27713.697265625,-0.1816551685333252,224.3,6596,-22.621749877929688,-3154.4182308600007,291,0.001,2.274250030517578,52872,181,,
244,32495.322265625,0.02584776282310486,231.14,6669,10.849077224731445,-3142.66029115,291,0.001,2.264033317565918,53456,183,,
248,35088.47265625,0.2915598750114441,238.02,6913,-105.84963989257812,-3056.6799095300003,291,0.001,2.2540225982666016,55408,189,,
252,164456.09375,-0.10480622202157974,241.72,7013,-92.45474243164062,-3082.4017345300003,291,0.001,2.256737232208252,56208,192,,
256,85749.828125,0.3840557336807251,239.64,7045,-22.608919143676758,-3085.3732174300003,292,0.001,2.258955240249634,56464,193,,
260,203351.21875,0.24140705168247223,232.99,7128,23.89057731628418,-2785.9346344299997,292,0.001,2.2556066513061523,57128,195,,
264,363508.5,-0.006802156567573547,234.27,7203,5.47444486618042,-2668.08767928,292,0.001,2.2455344200134277,57728,197,,
268,126297.0234375,0.7581832408905029,234.06,7280,78.5782699584961,-2570.13053503,292,0.001,2.2326338291168213,58344,199,,
272,99734.734375,0.12169750034809113,236.46,7386,28.62371253967285,-2619.66703885,292,0.001,2.2197675704956055,59192,202,,
276,198546.8125,0.1809207797050476,235.05,7450,-8.919572830200195,-2369.25819768,292,0.001,2.2211592197418213,59704,204,,
276,238473.234375,0.41065388917922974,235.05,7487,-55.61000061035156,-2369.25819768,292,0.001,2.217952251434326,60000,205,,
,,,,,,,,,,60000,,250.8,-6638.059138
280,37048.2734375,0.04018859565258026,232.09,7673,-24.54706382751465,-2073.63965678,289,0.001,2.1945362091064453,61488,212,,
284,184348.65625,0.12080538272857666,235.44,7738,-1.2073822021484375,-2023.7579482,289,0.001,2.1873347759246826,62008,213,,
288,242139.59375,-0.369814395904541,233.36,7815,0.08107948303222656,-1941.42971531,289,0.001,2.1875529289245605,62624,216,,
292,188400.328125,-0.18776817619800568,241.0,8093,64.4540786743164,-2464.6773905800005,290,0.001,2.220532178878784,64848,223,,
296,111004.375,-0.2628820538520813,249.97,8239,-6.043927192687988,-2827.06759196,290,0.001,2.2351207733154297,66016,227,,
300,166190.25,-0.3087490200996399,247.78,8338,-80.48531341552734,-2829.20790474,290,0.001,2.2488138675689697,66808,229,,
304,92150.015625,0.06010027602314949,236.61,8462,16.06881332397461,-2757.2331867800003,291,0.001,2.2710070610046387,67800,232,,
308,129404.59375,-0.047692712396383286,239.22,8537,-63.45288848876953,-2847.9572000300004,291,0.001,2.2647922039031982,68400,234,,
312,142821.203125,0.20908328890800476,242.64,8639,-71.86920166015625,-3067.5691908000003,291,0.001,2.2439780235290527,69216,237,,
316,142191.09375,0.2143518328666687,237.99,8730,-318.02947998046875,-2720.9963968600005,291,0.001,2.230574369430542,69944,239,,
316,67561.65625,0.07302512228488922,237.99,8737,-188.96817016601562,-2720.9963968600005,291,0.001,2.2296383380889893,70000,240,,
,,,,,,,,,,70000,,236.2,-2391.043561
320,112753.1875,0.39267030358314514,237.96,8829,-165.17355346679688,-2449.3669136999997,289,0.001,2.2235002517700195,70736,244,,
324,183295.90625,0.0008173286914825439,238.4,8968,-220.14422607421875,-2523.0098602400003,289,0.001,2.2035036087036133,71848,248,,
328,273379.25,-0.09805116057395935,229.93,9029,-45.29846954345703,-2202.01576079,289,0.001,2.201124429702759,72336,249,,
332,142700.28125,0.02410367876291275,219.96,9076,-147.90992736816406,-2211.1357887799995,289,0.001,2.202758312225342,72712,251,,
336,25630.07421875,-0.1822843849658966,221.05,9186,-139.28433227539062,-2027.57035949,289,0.001,2.2004756927490234,73592,254,,
340,187372.28125,0.28850075602531433,221.04,9377,-60.6636848449707,-1876.68615957,289,0.001,2.230664014816284,75120,259,,
344,169305.84375,-0.10177692025899887,215.29,9507,-146.7705841064453,-1814.73361308,289,0.001,2.2089831829071045,76160,262,,
348,35899.34375,0.24204373359680176,210.51,9581,-181.53253173828125,-1764.4894932199998,290,0.001,2.223013401031494,76752,264,,
352,31688.37109375,0.20614415407180786,208.18,9719,-194.6534423828125,-1946.4401297399997,290,0.001,2.2001731395721436,77856,268,,
356,134287.671875,0.19442079961299896,213.92,9803,-110.85588073730469,-2317.72326113,290,0.001,2.184002161026001,78528,270,,
360,161647.671875,0.19730494916439056,216.07,9866,-146.22975158691406,-2281.1346575899997,290,0.001,2.1769931316375732,79032,271,,
363,143124.90625,0.08884134888648987,215.64,9987,3.5110177993774414,-2245.34237111,290,0.001,2.1543333530426025,80000,274,,
,,,,,,,,,,80000,,257.6,-1109.8679686
364,32012.228515625,-0.0685451328754425,215.64,10055,-120.63488006591797,-2255.8052415299994,288,0.001,2.1459405422210693,80544,279,,
368,145961.765625,-0.1308889389038086,216.53,10153,-208.26901245117188,-2381.7473038,288,0.001,2.152376890182495,81328,281,,
372,78984.21875,0.47341880202293396,225.32,10233,-406.2261047363281,-2716.7898790300005,288,0.001,2.1585898399353027,81968,283,,
376,299355.125,0.18478213250637054,220.25,10366,-216.39166259765625,-3037.397619639999,289,0.001,2.133229970932007,83032,287,,
380,113235.421875,0.25426408648490906,220.7,10384,-147.2559814453125,-3543.15343021,289,0.001,2.13232421875,83176,287,,
384,83323.6484375,0.16084228456020355,216.84,10480,-303.31573486328125,-3663.3454454099997,289,0.001,2.1208112239837646,83944,290,,
388,30800.3984375,-0.02441384643316269,220.19,10605,-290.1163330078125,-3810.51048232,289,0.001,2.1059839725494385,84944,293,,
392,158093.71875,0.4881686568260193,211.62,10750,-240.05780029296875,-3214.9701589799997,289,0.001,2.0727412700653076,86104,297,,
396,265770.125,0.33906206488609314,206.39,10864,-331.58074951171875,-2651.5332942200002,289,0.001,2.025015354156494,87016,300,,
400,114803.65625,-0.48434051871299744,211.85,11004,-245.2606201171875,-2813.0204578499997,289,0.001,2.0295162200927734,88136,304,,
404,220129.40625,-0.6376768350601196,212.92,11058,-263.131591796875,-2816.9149249,290,0.001,2.0484354496002197,88568,305,,
408,244043.28125,-0.13549745082855225,204.35,11117,-193.2666015625,-2708.45632608,290,0.001,2.070769786834717,89040,306,,
412,153196.59375,0.10025949776172638,200.16,11170,-278.5325622558594,-2704.9574464299994,290,0.001,2.069631338119507,89464,308,,
415,29547.203125,0.44653868675231934,195.97,11237,-370.1322021484375,-2792.6553473000004,290,0.001,2.067034959793091,90000,309,,
,,,,,,,,,,90000,,185.2,-4065.5690222
416,128850.0859375,0.4882262051105499,197.17,11246,-331.08135986328125,-2789.79617256,288,0.001,2.0655088424682617,90072,311,,
420,222459.140625,-0.024344511330127716,200.85,11324,-165.10052490234375,-2971.1690881400004,289,0.001,2.0507049560546875,90696,313,,
424,21557.5859375,-0.18584153056144714,199.35,11410,-282.6907958984375,-2918.6152976,289,0.001,2.0681533813476562,91384,315,,
428,60489.11328125,0.29518142342567444,199.71,11515,-304.4993591308594,-3056.7444410900002,289,0.001,2.06997013092041,92224,318,,
432,146054.78125,0.06227587163448334,204.64,11667,-310.8070983886719,-2837.541198560001,289,0.001,2.0358729362487793,93440,322,,
436,26880.044921875,0.12286370992660522,198.78,11754,-288.03509521484375,-2940.1686937800005,289,0.001,2.0305211544036865,94136,324,,
440,114380.59375,0.20358824729919434,197.59,11892,-215.22579956054688,-3261.51904278,290,0.001,2.0201470851898193,95240,328,,
444,130569.0859375,0.26779958605766296,208.42,11977,-246.90216064453125,-3344.3287868700004,290,0.001,1.993910312652588,95920,330,,
448,29597.416015625,0.43478795886039734,207.7,12051,-311.2015686035156,-3295.9932077899994,290,0.001,1.97218918800354,96512,332,,
452,144021.5625,0.07747575640678406,203.58,12125,-208.60629272460938,-3040.65452061,290,0.001,1.942771077156067,97104,334,,
456,108447.4765625,0.29849761724472046,199.14,12246,-233.90335083007812,-2848.50993159,290,0.001,1.9501581192016602,98072,337,,
460,22732.31640625,-0.1394510269165039,201.21,12364,-276.98028564453125,-2939.77691698,290,0.001,1.9553676843643188,99016,340,,
464,190575.6875,-0.15907259285449982,200.46,12431,-403.5899963378906,-3202.6334083699994,290,0.001,1.9572151899337769,99552,342,,
465,26604.36328125,0.0490347221493721,201.44,12487,-344.78521728515625,-3079.0110261099994,290,0.001,1.9695279598236084,100000,343,,
,,,,,,,,,,100000,,273.4,-194.4343742000001
468,158975.78125,-0.19633108377456665,199.0,12560,-276.2897033691406,-2804.533863150001,288,0.001,1.983583927154541,100584,348,,
472,391280.75,-0.022145647555589676,199.79,12742,-399.20135498046875,-2654.5196292299997,289,0.001,2.013522148132324,102040,352,,
476,166643.84375,-0.05819273740053177,205.05,12844,-315.26361083984375,-2769.86695794,289,0.001,2.0034961700439453,102856,355,,
480,142633.5625,0.1249578595161438,204.64,13009,-362.37298583984375,-2360.85480358,289,0.001,1.9404174089431763,104176,360,,
484,18394.177734375,0.02052178978919983,212.67,13135,-351.8565673828125,-2280.9939876500007,289,0.001,1.9087755680084229,105184,363,,
488,34980.8515625,-0.08648143708705902,211.8,13348,-476.6773681640625,-2048.09344358,289,0.001,1.894551396369934,106888,368,,
492,45401.25390625,-0.19912220537662506,223.76,13401,-520.3936157226562,-1951.1612343899997,289,0.001,1.910114049911499,107312,370,,
496,135622.296875,0.047867000102996826,221.52,13540,-233.73338317871094,-2091.3030598,289,0.001,1.9185409545898438,108424,374,,
500,208576.484375,-0.06953388452529907,212.2,13562,-344.9889831542969,-1687.17403005,289,0.001,1.9155373573303223,108600,374,,
504,29635.4375,-0.3424932658672333,211.99,13681,-336.8565368652344,-1828.80531843,289,0.001,1.9359151124954224,109552,377,,
505,28157.92578125,-0.47191596031188965,211.32,13737,-410.62725830078125,-1836.37082792,290,0.001,1.9552720785140991,110000,379,,
,,,,,,,,,,110000,,399.2,-4678.3537554
508,132269.328125,-0.5932890176773071,216.73,13855,-451.17706298828125,-1484.9100620599995,287,0.001,2.0089945793151855,110944,385,,
512,142082.9375,-0.11812394857406616,222.75,13974,-276.751953125,-1506.0069259399993,287,0.001,2.0556747913360596,111896,389,,
516,152268.9375,0.11806467175483704,232.07,14123,-363.8798828125,-1240.74678435,287,0.001,2.0575385093688965,113088,392,,
520,118181.0546875,0.2828862965106964,229.98,14222,-351.6100769042969,-1148.4556563499998,288,0.001,2.0251550674438477,113880,395,,
524,32363.087890625,0.32682305574417114,230.55,14255,-345.5110778808594,-963.1743892,288,0.001,2.010477066040039,114144,396,,
528,120471.8828125,0.19767853617668152,227.53,14330,-402.9678955078125,-958.98574637,288,0.001,1.9750648736953735,114744,398,,
532,309655.1875,0.10020621120929718,226.69,14420,-352.15673828125,-1118.9572791899998,288,0.001,1.9216982126235962,115464,400,,
536,105794.25,0.016407296061515808,227.39,14549,-416.2185974121094,-955.2419822899999,288,0.001,1.8905842304229736,116496,403,,
540,293083.96875,0.24051442742347717,229.11,14675,-474.0241394042969,-617.8803999000002,288,0.001,1.8892306089401245,117504,407,,
544,341526.8125,-0.3876901865005493,221.3,14795,-417.99700927734375,-732.6974333100001,288,0.001,1.8890743255615234,118464,410,,
548,235921.171875,0.12796056270599365,224.82,14879,-400.14208984375,-962.48487241,288,0.001,1.9064909219741821,119136,412,,
552,105777.125,0.20865848660469055,228.46,14948,-345.0808410644531,-791.5155419199998,288,0.001,1.8898133039474487,119688,414,,
552,210536.578125,0.28271716833114624,228.46,14987,-427.8614501953125,-791.5155419199998,288,0.001,1.87491774559021,120000,415,,
,,,,,,,,,,120000,,113.2,-4440.3713488
556,28955.83203125,-0.08526976406574249,228.41,15051,-404.15240478515625,-660.3763562500001,288,0.001,1.8551708459854126,120512,418,,
560,38204.9375,-0.16689378023147583,223.26,15095,-414.540283203125,-339.7865188900003,288,0.001,1.8517285585403442,120864,419,,
564,114948.3203125,-0.21944288909435272,225.34,15266,-433.91583251953125,-172.1635132100002,288,0.001,1.8781324625015259,122232,423,,
568,118593.625,0.030106037855148315,230.02,15408,-393.7515869140625,-575.2660725999999,288,0.001,1.8994783163070679,123368,427,,
572,416463.3125,0.1262090802192688,226.0,15511,-392.8695068359375,-419.8263048400001,288,0.001,1.8788352012634277,124192,429,,
576,266516.84375,-0.126831516623497,220.35,15568,-378.83160400390625,-306.53986810000004,288,0.001,1.8720930814743042,124648,431,,
580,139239.0625,0.25650209188461304,218.44,15732,-474.0632629394531,-378.85319091000014,288,0.001,1.8802086114883423,125960,435,,
584,29169.3125,0.10086970031261444,217.04,15843,-482.1407165527344,-678.67448775,289,0.001,1.8529033660888672,126848,438,,
588,223574.171875,-0.2361946552991867,219.75,16014,-394.30865478515625,-564.1880963499999,289,0.001,1.8857181072235107,128216,443,,
592,145999.515625,0.23631739616394043,206.8,16123,-430.0250244140625,-696.8914741499998,289,0.001,1.9255050420761108,129088,446,,
594,122913.015625,0.013613462448120117,204.7,16237,-357.1723327636719,-523.8239076899999,289,0.001,1.8906499147415161,130000,449,,
,,,,,,,,,,130000,,187.6,-4505.7035818
596,39766.515625,-0.46808797121047974,207.76,16283,-411.80267333984375,-296.30963392000007,288,0.001,1.8895574808120728,130368,452,,
600,134648.296875,-0.08744902163743973,216.76,16430,-368.398681640625,-147.70273266000004,288,0.001,1.8790284395217896,131544,455,,
604,192236.0,-0.1668006181716919,226.64,16499,-485.5343017578125,-113.05397612000004,288,0.001,1.8894646167755127,132096,457,,
608,20178.19140625,-0.1274053454399109,225.33,16653,-461.3450927734375,-355.7088292900002,288,0.001,1.9716163873672485,133328,461,,
612,44045.7578125,0.00042768195271492004,223.95,16748,-431.8745422363281,-491.14111884000033,288,0.001,1.9919712543487549,134088,464,,
616,222333.46875,0.12368429452180862,221.99,16891,-466.8153076171875,-784.1147814200003,289,0.001,2.0070571899414062,135232,467,,
620,39732.91015625,0.4649476408958435,220.32,17024,-447.1079406738281,-620.5870370100001,289,0.001,1.9380838871002197,136296,471,,
624,61014.625,-0.3238873779773712,226.77,17199,-634.245849609375,-696.7231645899998,289,0.001,1.8802632093429565,137696,475,,
628,30470.75390625,-0.22479715943336487,233.47,17291,-435.61029052734375,-567.81321959,289,0.001,1.9121474027633667,138432,478,,
632,130773.0,-0.005763735622167587,234.89,17453,-582.0301513671875,-469.2045180900001,289,0.001,1.9441112279891968,139728,482,,
632,203709.65625,0.21039962768554688,234.89,17487,-553.1055908203125,-469.2045180900001,289,0.001,1.9439560174942017,140000,483,,
,,,,,,,,,,140000,,457.8,-12337.0226134
636,165356.03125,0.2794713079929352,240.49,17700,-605.6700439453125,-584.6416933400001,287,0.001,1.8405550718307495,141704,493,,
640,34430.87109375,0.10169864445924759,248.6,17754,-490.3227844238281,-878.62935927,287,0.001,1.8122403621673584,142136,494,,
644,136350.453125,0.09394676983356476,241.25,17820,-516.225830078125,-649.9120716499998,287,0.001,1.7877779006958008,142664,496,,
648,26633.30859375,-0.2845674455165863,241.68,17921,-497.401611328125,-660.68223782,287,0.001,1.7891229391098022,143472,498,,
652,269732.5625,-0.0849205031991005,240.65,18014,-568.168212890625,-956.4728315899999,287,0.001,1.8212939500808716,144216,500,,
656,86553.5,0.13356724381446838,240.31,18112,-456.28759765625,-983.5079690100001,288,0.001,1.8439453840255737,145000,503,,
660,279623.8125,0.025631461292505264,240.21,18214,-621.618896484375,-1094.4068305499998,287,0.001,1.846983790397644,145816,506,,
664,37328.3203125,-0.260567843914032,247.0,18302,-455.90032958984375,-1001.92043855,288,0.001,1.8615891933441162,146520,508,,
668,139866.21875,-0.26590847969055176,241.18,18394,-517.5731201171875,-898.7344848400003,288,0.001,1.9053717851638794,147256,510,,
672,233212.25,0.3008551299571991,235.13,18491,-535.0921630859375,-1016.9102980199999,288,0.001,1.9387634992599487,148032,513,,
676,56775.6875,0.15656216442584991,240.1,18584,-415.3204345703125,-945.9778533100001,288,0.001,1.920120358467102,148776,515,,
680,347980.8125,0.13836729526519775,241.51,18709,-559.340576171875,-946.3070620699999,288,0.001,1.8977280855178833,149776,519,,
680,45094.1796875,-0.1055772602558136,241.51,18737,-417.13134765625,-946.3070620699999,288,0.001,1.8954206705093384,150000,519,,
,,,,,,,,,,150000,,237.8,-832.2327548000005
684,145216.0,-0.008728794753551483,243.54,18899,-496.88671875,-615.4574222400001,287,0.001,1.9440304040908813,151296,526,,
688,179863.859375,0.034199878573417664,245.54,19025,-533.9029541015625,-516.1378446600002,287,0.001,1.9207836389541626,152304,529,,
692,42177.140625,0.13555392622947693,246.83,19123,-583.0621948242188,-584.1865928500001,287,0.001,1.9165172576904297,153088,532,,
696,40018.890625,-0.066835917532444,246.99,19268,-613.9160766601562,-1007.83072899,287,0.001,1.9616434574127197,154248,535,,
700,169210.625,-0.22544850409030914,244.07,19416,-557.6883544921875,-1056.24912888,287,0.001,1.9714003801345825,155432,539,,
704,146653.828125,-0.13349613547325134,233.53,19461,-598.6218872070312,-822.52996033,288,0.001,1.99040949344635,155792,540,,
708,20979.01171875,0.008466459810733795,231.01,19566,-649.5947265625,-947.1531922500002,288,0.001,2.0386645793914795,156632,543,,
712,124296.90625,0.03044465184211731,235.9,19757,-590.2667846679688,-700.8753410200001,288,0.001,1.936991810798645,158160,548,,
716,21741.16015625,0.3127993941307068,234.79,19835,-551.2962646484375,-600.5816845499999,288,0.001,1.8781710863113403,158784,551,,
720,32307.265625,-0.0892065092921257,236.42,19884,-642.248046875,-774.2482659399998,288,0.001,1.8495242595672607,159176,552,,
723,77086.265625,0.005449622869491577,228.73,19987,-604.4986572265625,-835.5358542199999,288,0.001,1.8683322668075562,160000,554,,
,,,,,,,,,,160000,,182.6,-1097.8334172
724,73012.0625,-0.1382743865251541,225.87,20000,-580.8275146484375,-851.41852296,287,0.001,1.8705662488937378,160104,556,,
728,339478.0,-0.0106414295732975,222.91,20128,-607.46826171875,-842.74253364,287,0.001,1.9015268087387085,161128,560,,
732,146007.84375,0.07377085834741592,226.84,20261,-613.2379150390625,-759.9412531400002,287,0.001,1.9888713359832764,162192,563,,
736,161038.328125,0.32238778471946716,229.83,20354,-612.5574340820312,-415.94958945000013,287,0.001,2.007451057434082,162936,566,,
740,149849.453125,-0.20399200916290283,218.1,20461,-716.7303466796875,98.94912412999993,287,0.001,1.9721667766571045,163792,568,,
744,232662.28125,0.08255431056022644,224.11,20633,-620.57568359375,19.509076959999955,288,0.001,1.9742228984832764,165168,573,,
748,83629.15625,0.16684946417808533,226.94,20875,-557.158203125,280.4566638599999,288,0.001,1.9095790386199951,167104,579,,
752,20567.25390625,-0.14838410913944244,234.57,21019,-645.7706298828125,588.3553720599998,288,0.001,1.8304024934768677,168256,583,,
756,214051.125,0.01607317104935646,238.58,21122,-640.380126953125,581.6085417499999,288,0.001,1.8077503442764282,169080,586,,
759,136423.078125,-0.2910538911819458,243.29,21237,-569.17822265625,434.33309777999995,288,0.001,1.7768100500106812,170000,589,,
,,,,,,,,,,170000,,180.6,-1784.9595293999998
760,157020.109375,,243.43,21238,,447.01228798000005,287,0.001,1.777101993560791,170008,590,,
764,133016.421875,-0.0355447456240654,239.03,21428,-671.255615234375,355.7378391799999,287,0.001,1.8311187028884888,171528,595,,
