time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/fps,train/critic_loss,time/episodes,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
8429,-0.02051490545272827,0.001,291,56639.421875,10340,307527,10671.876997579997,2460320,67.55,-4762.21923828125,2.3582448959350586,,
8430,0.10808660089969635,0.001,291,108543.8203125,10344,307565,10809.80008086,2460624,62.82,-4615.2373046875,2.3605239391326904,,
8430,-0.11061960458755493,0.001,291,91267.859375,10348,307599,10795.93161466,2460896,65.17,-4669.39501953125,2.35241436958313,,
8431,-0.17255476117134094,0.001,291,107330.171875,10352,307626,10798.639673570002,2461112,65.0,-4520.4296875,2.340977430343628,,
8433,0.576090395450592,0.001,291,93829.7265625,10356,307715,10792.287815700001,2461824,65.76,-4685.8720703125,2.3353569507598877,,
8434,-0.1862851083278656,0.001,291,70797.5703125,10360,307774,10785.94931793,2462296,66.28,-4483.345703125,2.310051918029785,,
8436,-0.058481186628341675,0.001,291,93783.15625,10364,307828,10776.919352040002,2462728,67.0,-4501.4326171875,2.2899091243743896,,
8437,0.1684509664773941,0.001,291,78868.3828125,10368,307891,10764.523404689999,2463232,68.87,-4154.37109375,2.292246103286743,,
8438,-0.21655872464179993,0.001,291,83908.3125,10372,307917,10753.105059779999,2463440,70.04,-4632.04052734375,2.293031930923462,,
8439,0.03968092054128647,0.001,291,72252.171875,10376,307965,10576.66280313,2463824,78.57,-4514.80517578125,2.2975640296936035,,
8440,0.2208063006401062,0.001,291,58424.328125,10380,308011,10567.105983039999,2464192,79.46,-4744.55908203125,2.2997918128967285,,
8441,-0.141790971159935,0.001,291,67444.8125,10384,308045,10577.898669389999,2464464,77.0,-4881.337890625,2.295830249786377,,
8441,0.2528931796550751,0.001,291,165819.5625,10388,308071,10565.036324360002,2464672,77.98,-4837.39013671875,2.2993695735931396,,
8442,-0.24379202723503113,0.001,291,93462.671875,10392,308110,10567.51031771,2464984,78.97,-4318.74755859375,2.302647113800049,,
8442,0.2266758233308792,0.001,291,107518.28125,10396,308131,10570.104492550001,2465152,79.01,-4787.1611328125,2.3037726879119873,,
8443,-0.21983203291893005,0.001,291,71326.78125,10400,308164,10580.85487703,2465416,78.72,-4419.58740234375,2.3112897872924805,,
8444,0.050829023122787476,0.001,291,57341.97265625,10404,308203,10582.691185680002,2465728,79.26,-5045.2216796875,2.320154905319214,,
8445,-0.1627439558506012,0.001,291,116368.9453125,10408,308236,10584.05208197,2465992,80.97,-4671.123046875,2.3338663578033447,,
8447,-0.35895150899887085,0.001,292,59872.25390625,10412,308317,10585.96643204,2466640,80.41,-4939.798828125,2.3750953674316406,,
8448,0.09302610158920288,0.001,292,74932.171875,10416,308357,10576.44020289,2466960,81.83,-5026.220703125,2.404431104660034,,
8449,-0.28158682584762573,0.001,292,241244.09375,10420,308391,10577.718352970001,2467232,82.51,-4667.33154296875,2.4267427921295166,,
8449,-0.30502229928970337,0.001,292,100759.75,10424,308433,10569.37900501,2467568,84.78,-4592.361328125,2.462736129760742,,
8450,0.30324625968933105,0.001,292,86754.53125,10428,308451,10565.604862929998,2467712,85.29,-4843.02587890625,2.478145122528076,,
8450,0.20377019047737122,0.001,292,93606.9296875,10432,308485,10564.612109000002,2467984,85.03,-5211.47021484375,2.486457347869873,,
8451,0.36875027418136597,0.001,292,76857.484375,10436,308506,10562.142630449998,2468152,84.4,-4539.33935546875,2.489558458328247,,
8452,-0.08782395720481873,0.001,292,82427.8359375,10440,308540,10562.31918455,2468424,83.59,-4898.58056640625,2.4856503009796143,,
8452,0.14973251521587372,0.001,292,92822.2734375,10444,308573,10560.296552299998,2468688,83.47,-4933.3935546875,2.4804868698120117,,
8453,0.13160517811775208,0.001,292,67225.03125,10448,308622,10571.74797826,2469080,81.48,-4691.5546875,2.4725825786590576,,
8454,-0.009595662355422974,0.001,292,127515.40625,10452,308640,10572.034956160001,2469224,81.94,-4560.88623046875,2.4725029468536377,,
8455,0.42297303676605225,0.001,292,102325.5390625,10456,308683,10572.503664569998,2469568,82.26,-4847.31005859375,2.464447021484375,,
8455,-0.021315008401870728,0.001,292,65985.40625,10460,308698,10576.967993139999,2469688,81.69,-4622.8564453125,2.4620535373687744,,
8456,0.45746737718582153,0.001,292,89959.859375,10463,308737,10579.91606733,2470000,80.41,-4679.251953125,2.4501068592071533,,
,,,,,,,,2470000,,,,-29346.607842599995,687.8
8463,0.10783882439136505,0.001,291,74004.09375,10464,308752,10582.72097819,2470120,80.19,-4713.4130859375,2.4400763511657715,,
8464,0.07367032766342163,0.001,291,91806.921875,10468,308784,10594.79518709,2470376,79.15,-4904.0380859375,2.4229159355163574,,
8464,-0.04733583331108093,0.001,291,117262.71875,10472,308819,10603.27716823,2470656,78.13,-4684.78466796875,2.4095592498779297,,
8465,-0.1863173246383667,0.001,291,71478.71875,10476,308850,10769.853078809998,2470904,71.42,-4587.79150390625,2.3956170082092285,,
8466,0.4102872610092163,0.001,291,109301.546875,10480,308878,10783.41397401,2471128,70.78,-4862.2607421875,2.385364055633545,,
8466,0.06874772161245346,0.001,291,64798.5859375,10484,308911,10803.22171563,2471392,68.46,-4682.6103515625,2.373753547668457,,
8467,-0.17080830037593842,0.001,291,73218.7109375,10488,308935,10801.696104380002,2471584,68.53,-4657.4912109375,2.373289108276367,,
8468,-0.1185317113995552,0.001,291,95957.953125,10492,308967,10797.721065939997,2471840,67.47,-4523.23193359375,2.374340295791626,,
8469,0.14396661520004272,0.001,291,96154.71875,10496,309001,10792.716215,2472112,67.23,-4817.10791015625,2.37565279006958,,
8469,-0.07379428297281265,0.001,291,550149.5,10500,309014,10591.09755862,2472216,68.86,-4948.59423828125,2.373300552368164,,
8470,0.05319118872284889,0.001,291,139464.15625,10504,309047,10593.020992790001,2472480,67.97,-4924.3515625,2.3666470050811768,,
8470,-0.1726197749376297,0.001,291,83529.21875,10508,309071,10590.932232809999,2472672,67.04,-4823.4384765625,2.3654162883758545,,
8471,-0.29048246145248413,0.001,291,83020.8046875,10512,309136,10589.553057039999,2473192,66.65,-4438.419921875,2.3497157096862793,,
8473,0.20697876811027527,0.001,291,95633.5,10516,309181,10595.673312529998,2473552,64.87,-4907.21484375,2.328554630279541,,
8473,-0.07983509451150894,0.001,291,51915.0703125,10520,309220,10574.181021789998,2473864,66.81,-4833.91943359375,2.3068838119506836,,
8474,0.1600915640592575,0.001,291,84090.921875,10524,309251,10577.355416249999,2474112,64.84,-5028.154296875,2.307849645614624,,
8475,-0.39349445700645447,0.001,291,101052.625,10528,309270,10578.616941200002,2474264,63.77,-4636.4326171875,2.3162620067596436,,
8476,0.1901141107082367,0.001,291,121136.9140625,10532,309317,10573.741666099999,2474640,63.49,-4794.97998046875,2.340902805328369,,
8477,0.08464479446411133,0.001,291,102576.6875,10536,309331,10574.07704966,2474752,63.69,-4853.2822265625,2.3419816493988037,,
8478,-0.025323335081338882,0.001,291,630774.6875,10540,309373,10559.88635425,2475088,66.36,-4718.43359375,2.3348662853240967,,
8479,-0.2660372853279114,0.001,291,93869.3515625,10544,309409,10554.51348067,2475376,66.48,-4966.271484375,2.333542823791504,,
8480,-0.06932854652404785,0.001,291,96765.2734375,10548,309455,10551.663476509999,2475744,66.24,-4773.87109375,2.344623565673828,,
8481,-0.2565327286720276,0.001,291,147719.25,10552,309492,10544.754153649998,2476040,67.08,-4712.87841796875,2.3457107543945312,,
8482,-0.4718676805496216,0.001,291,158950.171875,10556,309512,10543.26712685,2476200,66.24,-4673.07763671875,2.3490710258483887,,
8482,-0.6969517469406128,0.001,291,82148.0625,10560,309542,10542.29713775,2476440,65.99,-4595.931640625,2.3597044944763184,,
8483,-0.25771287083625793,0.001,291,83580.71875,10564,309595,10541.76577436,2476864,65.75,-4613.4228515625,2.3736257553100586,,
8484,0.10374076664447784,0.001,291,92002.71875,10568,309614,10361.4684169,2477016,65.73,-5049.52978515625,2.3822741508483887,,
8485,-0.18253476917743683,0.001,291,104715.8515625,10572,309656,10363.54614147,2477352,65.27,-4379.9521484375,2.4025638103485107,,
8485,-0.04858039319515228,0.001,291,75200.640625,10576,309684,10365.63401376,2477576,66.53,-4501.6826171875,2.4167838096618652,,
8486,0.056855708360672,0.001,291,113718.3984375,10580,309705,10365.78194224,2477744,65.75,-4639.7265625,2.4222559928894043,,
8486,0.11439423263072968,0.001,291,69284.765625,10584,309728,10364.03428174,2477928,66.16,-4958.1484375,2.425781011581421,,
8487,0.2958996295928955,0.001,291,82079.578125,10588,309786,10362.052443030001,2478392,66.76,-4504.4306640625,2.4296071529388428,,
8488,0.1931934356689453,0.001,292,88490.640625,10592,309835,10367.605518929999,2478784,67.71,-4411.2705078125,2.3871285915374756,,
8489,0.10841485112905502,0.001,292,90478.078125,10596,309876,10362.346271179998,2479112,68.94,-4798.4150390625,2.360386371612549,,
8490,-0.046587973833084106,0.001,292,93065.71875,10600,309914,10550.623886910002,2479416,69.59,-4587.169921875,2.339740037918091,,
8491,0.44113093614578247,0.001,292,63105.65234375,10604,309961,10547.79234203,2479792,70.16,-4546.173828125,2.3194806575775146,,
8492,0.17711147665977478,0.001,292,54819.55859375,10608,309986,10552.357063870002,2479992,69.64,-4752.822265625,2.3080825805664062,,
8492,0.31552377343177795,0.001,292,78231.046875,10608,309987,10552.357063870002,2480000,69.64,-4537.7275390625,2.3080825805664062,,
,,,,,,,,2480000,,,,10915.6502764,45.4
8493,0.3406979441642761,0.001,292,110905.984375,10612,310017,10557.77393966,2480240,69.98,-5010.7958984375,2.294241189956665,,
8494,0.3922252655029297,0.001,292,92013.46875,10616,310057,10561.74703667,2480560,69.08,-5049.49267578125,2.270742416381836,,
8495,0.41408538818359375,0.001,292,110219.234375,10620,310094,10580.685482769999,2480856,66.94,-4998.41455078125,2.2483181953430176,,
8496,0.014799904078245163,0.001,292,76902.1484375,10624,310139,10576.98761696,2481216,67.51,-4748.4501953125,2.226252555847168,,
8497,0.21732336282730103,0.001,292,112726.40625,10628,310178,10568.60127111,2481528,70.11,-4599.2822265625,2.2238876819610596,,
8498,0.015369489789009094,0.001,292,82275.8125,10632,310205,10570.47120219,2481744,70.28,-4655.8974609375,2.2260079383850098,,
8499,0.4602896571159363,0.001,292,73740.765625,10636,310258,10565.918241899999,2482168,70.31,-4849.9169921875,2.224949836730957,,
8500,0.39143815636634827,0.001,292,127714.015625,10640,310293,10574.2772734,2482448,68.0,-5060.4853515625,2.222289562225342,,
8500,0.08580949157476425,0.001,292,64389.0078125,10644,310313,10580.288523239999,2482608,68.19,-4848.9248046875,2.218444585800171,,
8501,-0.1022639274597168,0.001,292,115551.828125,10648,310360,10582.724654560001,2482984,68.04,-4673.873046875,2.2145588397979736,,
8502,0.2907981276512146,0.001,292,104170.7578125,10652,310383,10590.293361470001,2483168,67.05,-4901.537109375,2.212348461151123,,
8503,-0.07340800762176514,0.001,292,82229.34375,10656,310425,10596.752471700001,2483504,67.62,-4709.80859375,2.2045838832855225,,
8504,0.4328269958496094,0.001,292,84287.140625,10660,310461,10599.303734609999,2483792,67.31,-4942.796875,2.197694778442383,,
8505,-0.05322429537773132,0.001,292,88505.5,10664,310489,10598.91251848,2484016,67.05,-4933.79150390625,2.1919281482696533,,
8505,-0.3803422451019287,0.001,292,93419.03125,10668,310525,10594.52687254,2484304,67.46,-4172.4326171875,2.1942455768585205,,
8506,-0.5627317428588867,0.001,292,70536.3359375,10672,310554,10592.643959930001,2484536,66.93,-4663.51904296875,2.2044320106506348,,
8507,-0.12154721468687057,0.001,292,84400.8671875,10676,310603,10497.47060799,2484928,72.1,-5041.412109375,2.2219223976135254,,
8508,-0.0719212219119072,0.001,292,62175.46875,10680,310644,10492.34718766,2485256,73.02,-4993.001953125,2.2438926696777344,,
8509,0.077518031001091,0.001,292,110803.71875,10684,310695,10036.452310980001,2485664,74.96,-4933.005859375,2.273878812789917,,
8509,0.0308234840631485,0.001,292,98587.6953125,10688,310719,10023.913445060001,2485856,76.73,-5079.908203125,2.2904043197631836,,
8510,0.1689254343509674,0.001,292,210765.78125,10692,310773,10022.078627189998,2486288,77.14,-4789.90966796875,2.321244478225708,,
8511,-0.5363962650299072,0.001,292,103597.703125,10696,310783,10026.657702079998,2486368,76.9,-4657.4765625,2.3257644176483154,,
8512,-0.06392158567905426,0.001,292,80332.625,10700,310840,10040.98704283,2486824,75.55,-4780.25341796875,2.3481264114379883,,
8513,-0.2525097131729126,0.001,292,75367.2578125,10704,310875,10033.74553638,2487104,76.3,-4843.9130859375,2.3517119884490967,,
8514,-0.09836780279874802,0.001,292,112148.390625,10708,310906,10024.05668358,2487352,76.6,-4827.96923828125,2.3585362434387207,,
8515,0.545391321182251,0.001,292,66025.421875,10712,310943,10018.50885658,2487648,76.69,-4795.08935546875,2.356672763824463,,
8515,-0.5012457370758057,0.001,292,90026.671875,10716,310968,10015.017627349998,2487848,77.48,-4633.744140625,2.3520426750183105,,
8516,-0.0639110803604126,0.001,292,68143.03125,10720,311012,10016.55986906,2488200,77.34,-4740.82666015625,2.3551924228668213,,
8517,-0.5658786296844482,0.001,292,99775.0234375,10724,311031,10028.126326570002,2488352,75.75,-4606.8984375,2.360013961791992,,
8517,-0.39213669300079346,0.001,292,139721.90625,10728,311054,10036.03387775,2488536,73.7,-4788.8037109375,2.3719892501831055,,
8518,-0.3939323425292969,0.001,292,84068.859375,10732,311086,10018.769397950002,2488792,74.66,-4894.36474609375,2.395738124847412,,
8519,-0.2968723773956299,0.001,292,107774.609375,10736,311110,10019.765251539999,2488984,74.06,-4679.07470703125,2.4129841327667236,,
8519,0.14839759469032288,0.001,292,69640.59375,10740,311132,10019.968783280001,2489160,73.34,-4623.994140625,2.42368221282959,,
8520,0.21815043687820435,0.001,292,77313.453125,10744,311165,10015.95800193,2489424,72.58,-4681.7890625,2.431419610977173,,
8520,0.20937955379486084,0.001,292,51113.234375,10748,311201,10013.475061020003,2489712,72.39,-4801.8779296875,2.42702054977417,,
8521,0.021299682557582855,0.001,292,103844.9453125,10751,311237,9980.89719103,2490000,73.79,-4853.30078125,2.4089629650115967,,
,,,,,,,,2490000,,,,10859.924798600001,56.4
8522,0.12915459275245667,0.001,292,158939.28125,10752,311242,9979.172976150001,2490040,73.9,-4956.94921875,2.4056308269500732,,
8522,0.22185911238193512,0.001,292,88084.9921875,10756,311278,9973.234693200002,2490328,72.94,-5130.42919921875,2.3788204193115234,,
8523,-0.31835460662841797,0.001,292,104854.2734375,10760,311306,9711.245271740001,2490552,74.06,-5106.10791015625,2.3634536266326904,,
8524,-0.03508453071117401,0.001,292,132653.6875,10764,311363,9711.453469290002,2491008,74.59,-4725.1513671875,2.3570480346679688,,
8526,0.3204707205295563,0.001,292,69992.046875,10768,311400,9898.26620981,2491304,74.96,-5007.33203125,2.3443870544433594,,
8526,0.15349847078323364,0.001,292,81034.0625,10772,311431,9888.468668880001,2491552,75.98,-4667.05078125,2.3395540714263916,,
8527,0.3753499388694763,0.001,292,117955.109375,10776,311446,9677.357808570001,2491672,69.84,-4807.34033203125,2.3376474380493164,,
8527,-0.19571729004383087,0.001,292,97133.8515625,10780,311470,9682.89885687,2491864,69.08,-4894.3876953125,2.336052417755127,,
8528,-0.12755140662193298,0.001,292,62552.265625,10784,311505,10138.83979333,2492144,67.19,-5021.236328125,2.339690923690796,,
8528,0.1437201201915741,0.001,292,148730.21875,10788,311534,10154.133573389998,2492376,64.8,-5124.205078125,2.3455660343170166,,
8529,-0.28439679741859436,0.001,292,419629.5625,10792,311561,10155.01047333,2492592,63.59,-4824.7626953125,2.3459725379943848,,
8531,0.10238435864448547,0.001,292,84017.46875,10796,311641,10148.25553767,2493232,64.72,-4995.8251953125,2.34723162651062,,
8532,-0.006452158093452454,0.001,292,443593.5625,10800,311695,10151.757187109999,2493664,64.85,-4713.09375,2.3229117393493652,,
8533,-0.16854426264762878,0.001,292,78852.953125,10804,311711,10157.95599746,2493792,65.1,-4534.6162109375,2.3165204524993896,,
8534,0.3493681252002716,0.001,292,72358.890625,10808,311760,10155.18179677,2494184,66.18,-5147.77734375,2.2985661029815674,,
8534,0.13171684741973877,0.001,292,111635.640625,10812,311795,10155.53799585,2494464,65.3,-4772.6572265625,2.281407594680786,,
8535,-0.028420012444257736,0.001,292,119032.140625,10816,311831,10160.08710949,2494752,64.56,-4736.5869140625,2.2695155143737793,,
8536,-0.04644506424665451,0.001,292,80460.6171875,10820,311856,10156.498397220003,2494952,65.34,-4755.890625,2.2718238830566406,,
8537,-0.05807056277990341,0.001,292,62055.953125,10824,311922,10155.58487133,2495480,65.69,-5112.3935546875,2.2793638706207275,,
8538,-0.30411630868911743,0.001,292,55575.92578125,10828,311969,10158.470917330002,2495856,66.04,-4976.98046875,2.283980369567871,,
8539,0.07378321886062622,0.001,292,104657.65625,10832,312018,10175.57364794,2496248,64.76,-4867.982421875,2.3087267875671387,,
8540,-0.05081045627593994,0.001,292,62301.7890625,10836,312073,10141.69979108,2496688,67.54,-5179.669921875,2.3230462074279785,,
8541,-0.12988272309303284,0.001,292,64650.3125,10840,312121,10134.984096539998,2497072,69.57,-4847.6650390625,2.3269150257110596,,
8542,0.4136349558830261,0.001,292,94086.640625,10844,312168,10136.331443509998,2497448,70.8,-4906.0830078125,2.316782236099243,,
8543,0.009352505207061768,0.001,292,112788.765625,10848,312202,10115.95961155,2497720,74.09,-4815.56298828125,2.3045663833618164,,
8544,-0.049114782363176346,0.001,292,73901.828125,10852,312233,10090.545303410001,2497968,78.89,-4993.9736328125,2.300234794616699,,
8544,0.440957248210907,0.001,292,75617.546875,10856,312266,10093.09420027,2498232,79.4,-5100.3193359375,2.304676055908203,,
8545,-0.02440672367811203,0.001,292,64149.7109375,10860,312301,10354.77611214,2498512,78.51,-4819.2265625,2.3024916648864746,,
8546,0.0857999324798584,0.001,292,93396.4296875,10864,312334,10353.33754151,2498776,78.67,-4994.72705078125,2.300969123840332,,
8547,-0.040697671473026276,0.001,292,90856.0,10868,312383,10349.56377665,2499168,77.0,-4982.515625,2.2809202671051025,,
8547,0.15644612908363342,0.001,292,92940.3984375,10872,312401,10317.24952558,2499312,78.94,-4897.08984375,2.272484064102173,,
8548,-0.0860704556107521,0.001,292,73263.5234375,10876,312452,10628.221602460002,2499720,77.19,-4643.91796875,2.269819736480713,,
8549,0.2984851002693176,0.001,292,98172.2734375,10880,312485,10629.448059210003,2499984,77.52,-4856.462890625,2.269094944000244,,
8549,-0.04573191702365875,0.001,292,58452.578125,10880,312487,10629.448059210003,2500000,77.52,-4725.88525390625,2.2689595222473145,,
,,,,,,,,2500000,,,,10844.0243716,54.6
8551,0.08378683775663376,0.001,292,476812.8125,10884,312543,10631.67209684,2500448,77.9,-4808.14990234375,2.2629034519195557,,
8552,-0.3397901654243469,0.001,292,62906.80078125,10888,312584,10633.658216480002,2500776,78.98,-4630.19140625,2.2669224739074707,,
8553,-0.15988928079605103,0.001,292,111716.65625,10892,312627,10641.729463,2501120,79.82,-4774.337890625,2.2794222831726074,,
8555,-0.1997305452823639,0.001,292,135195.75,10896,312676,10649.716753159999,2501512,78.3,-4815.3916015625,2.2861671447753906,,
8556,0.1522112637758255,0.001,292,115973.1875,10900,312718,10644.074710600002,2501848,76.45,-4430.4267578125,2.282925605773926,,
8557,-0.18497605621814728,0.001,292,96764.7265625,10904,312773,10645.705660919999,2502288,76.57,-4908.181640625,2.269541025161743,,
8558,-0.3037571310997009,0.001,292,131054.3359375,10908,312821,10651.7637186,2502672,75.9,-4519.44140625,2.262225389480591,,
8558,-0.46887272596359253,0.001,292,77234.921875,10912,312861,10515.43440156,2502992,81.18,-4533.4404296875,2.2575249671936035,,
8559,-0.5679886341094971,0.001,292,58471.0859375,10916,312897,10498.687838999998,2503280,84.44,-4671.76904296875,2.2686429023742676,,
8560,0.09015345573425293,0.001,292,92926.0625,10920,312943,10501.91761741,2503648,83.37,-4798.6865234375,2.288290500640869,,
8560,0.12761326134204865,0.001,292,92375.015625,10924,312974,10370.059334919999,2503896,83.76,-4754.5791015625,2.2916419506073,,
8561,-0.5023529529571533,0.001,292,53436.89453125,10928,313016,10367.811542700001,2504232,83.55,-4658.865234375,2.2894468307495117,,
8562,-0.48860490322113037,0.001,292,66902.84375,10932,313049,10371.926542410001,2504496,83.67,-4711.7734375,2.2948241233825684,,
8563,-0.22569075226783752,0.001,292,88191.6171875,10936,313096,10409.65931305,2504872,81.11,-4784.2470703125,2.305572748184204,,
8563,-0.4985916018486023,0.001,292,74965.109375,10940,313128,10419.600015189999,2505128,79.69,-4718.6005859375,2.315875768661499,,
8564,-0.27221396565437317,0.001,292,138937.5625,10944,313171,10424.171537440001,2505472,78.95,-4614.67529296875,2.3411660194396973,,
8565,-0.012155741453170776,0.001,292,113783.703125,10948,313203,9918.993270250001,2505728,84.11,-4649.97607421875,2.352217197418213,,
8566,-0.33805933594703674,0.001,292,115708.375,10952,313250,9977.59954978,2506104,77.95,-4378.4833984375,2.342008352279663,,
8567,0.21997493505477905,0.001,292,73156.8125,10956,313264,9820.925297990001,2506216,81.57,-4854.79296875,2.337582588195801,,
8568,-0.10255353152751923,0.001,292,441516.9375,10960,313304,9815.89119516,2506536,81.53,-5070.0693359375,2.321988344192505,,
8568,0.17967727780342102,0.001,292,63870.390625,10964,313340,9814.182020770002,2506824,81.27,-4807.9404296875,2.3189685344696045,,
8569,-0.2574404180049896,0.001,292,121813.7890625,10968,313381,9815.72696632,2507152,82.45,-4763.490234375,2.3198962211608887,,
8570,0.3077225089073181,0.001,292,180727.78125,10972,313414,9660.520942150002,2507416,80.92,-4781.986328125,2.318220376968384,,
8570,-0.08934390544891357,0.001,292,315178.8125,10976,313425,9660.48954441,2507504,81.13,-4639.70068359375,2.318354845046997,,
8571,-0.04880152642726898,0.001,292,201497.875,10980,313473,9654.83806257,2507888,81.1,-4575.63916015625,2.3225719928741455,,
8571,0.20226719975471497,0.001,292,58165.75390625,10984,313502,9648.98517234,2508120,81.55,-4683.2529296875,2.329054832458496,,
8572,0.0218035951256752,0.001,292,82564.703125,10988,313531,9640.844863249999,2508352,80.33,-4504.70703125,2.337158441543579,,
8573,0.33290040493011475,0.001,292,174014.84375,10992,313571,9631.9251937,2508672,79.55,-5060.14306640625,2.3294692039489746,,
8573,-0.138403981924057,0.001,292,112819.8125,10996,313613,9629.13085309,2509008,79.22,-4875.0107421875,2.310594081878662,,
8575,0.28809648752212524,0.001,292,52011.0,11000,313671,9629.13681073,2509472,79.51,-4734.00390625,2.3051674365997314,,
8576,0.20300769805908203,0.001,292,71681.578125,11004,313735,9632.270450799999,2509984,78.94,-4590.9736328125,2.29172682762146,,
8576,0.04512498155236244,0.001,292,54739.125,11004,313737,9632.270450799999,2510000,78.94,-4732.3955078125,2.29172682762146,,
,,,,,,,,2510000,,,,10808.839435,55.2
8579,0.2911432087421417,0.001,292,64870.53125,11008,313848,9600.69859991,2510888,82.5,-4908.73583984375,2.2910196781158447,,
8580,-0.4096266031265259,0.001,292,134249.53125,11012,313886,9735.96630929,2511192,81.6,-4865.62744140625,2.295482873916626,,
8580,0.26724812388420105,0.001,292,67621.3828125,11016,313905,9743.91814518,2511344,81.26,-5099.03564453125,2.300163984298706,,
8581,-0.22307467460632324,0.001,292,95056.71875,11020,313936,9743.46547684,2511592,81.0,-4954.513671875,2.3098227977752686,,
8582,-0.2104773223400116,0.001,292,79470.2578125,11024,313982,9870.21220397,2511960,79.93,-4621.296875,2.3381268978118896,,
8583,0.07393260300159454,0.001,292,126725.84375,11028,314023,9851.8224442,2512288,84.37,-4994.8310546875,2.35404634475708,,
8583,-0.11066706478595734,0.001,292,135875.0625,11032,314043,9852.22353867,2512448,84.28,-4919.111328125,2.3567519187927246,,
8584,0.2047208696603775,0.001,292,67875.078125,11036,314080,9835.54322249,2512744,85.17,-4823.763671875,2.364922523498535,,
8585,-0.16683459281921387,0.001,292,72064.84375,11040,314103,9829.74393135,2512928,88.29,-4814.7431640625,2.3629000186920166,,
8585,0.33657127618789673,0.001,292,80763.609375,11044,314134,9823.20276504,2513176,88.41,-4634.92724609375,2.3625717163085938,,
8586,-0.03740653395652771,0.001,292,83153.578125,11048,314157,10353.31437202,2513360,79.8,-4824.3720703125,2.358103036880493,,
8586,-0.05173628032207489,0.001,292,62207.8515625,11052,314171,10351.90970764,2513472,79.48,-4480.8212890625,2.3566184043884277,,
8587,-0.004518609493970871,0.001,292,129967.453125,11056,314219,10507.47250857,2513856,75.64,-4676.34326171875,2.3672800064086914,,
8587,-0.6387574672698975,0.001,292,105364.515625,11060,314247,10510.816406730002,2514080,76.15,-4509.66015625,2.3740475177764893,,
8588,-0.11640393733978271,0.001,292,90933.7109375,11064,314274,10510.15723084,2514296,75.92,-4805.23779296875,2.3831799030303955,,
8589,-0.11980744451284409,0.001,292,69429.0546875,11068,314307,10349.982054650001,2514560,75.91,-5124.5390625,2.397777557373047,,
8590,0.06691314280033112,0.001,292,110381.71875,11072,314339,10348.86354172,2514816,75.73,-4562.8525390625,2.4054272174835205,,
8591,0.20610575377941132,0.001,292,64267.703125,11076,314364,10546.664983380002,2515016,74.15,-5079.63671875,2.4060792922973633,,
8591,0.06302475929260254,0.001,292,91819.2109375,11080,314386,10547.25224775,2515192,73.85,-4603.3251953125,2.4019627571105957,,
8593,0.02502289041876793,0.001,292,97230.8984375,11084,314439,10552.671017519999,2515616,74.08,-4546.9912109375,2.394282102584839,,
8593,0.05993141233921051,0.001,292,103923.53125,11088,314451,10530.247939210001,2515712,75.52,-4708.376953125,2.3934431076049805,,
8594,0.40915971994400024,0.001,292,103123.765625,11092,314499,10535.568635550002,2516096,75.73,-4530.8505859375,2.386594533920288,,
8595,0.0938623920083046,0.001,292,105256.921875,11096,314533,10535.07183319,2516368,75.81,-4581.169921875,2.383484363555908,,
8595,0.11921603977680206,0.001,292,92195.96875,11100,314561,10526.02036912,2516592,76.38,-4584.5908203125,2.38120174407959,,
8596,-0.11586055159568787,0.001,292,100741.9453125,11104,314573,10522.34314931,2516688,76.32,-4676.05029296875,2.381463050842285,,
8596,-0.15118859708309174,0.001,292,98822.3515625,11108,314600,10560.747787439997,2516904,72.12,-4600.83056640625,2.3892438411712646,,
8597,-0.19495883584022522,0.001,292,76343.6328125,11112,314624,10559.632677110001,2517096,69.7,-4816.7236328125,2.4045937061309814,,
8597,-0.7313412427902222,0.001,292,152491.875,11116,314658,10571.67657868,2517368,64.87,-4699.6474609375,2.4314379692077637,,
8598,-0.08320455998182297,0.001,292,121798.65625,11120,314675,10569.36621074,2517504,65.36,-4744.20556640625,2.448260545730591,,
8598,-0.4420362412929535,0.001,292,73718.1796875,11124,314697,10571.643180140001,2517680,65.35,-4938.3974609375,2.466240167617798,,
8599,-0.49559688568115234,0.001,292,96569.84375,11128,314717,10589.648400920001,2517840,60.22,-4544.439453125,2.483004093170166,,
8600,-0.09903669357299805,0.001,292,118695.71875,11132,314758,10582.28064571,2518168,60.72,-5013.1416015625,2.5071568489074707,,
8600,0.11511120200157166,0.001,292,78979.953125,11136,314778,10598.545463920003,2518328,60.04,-4760.0263671875,2.5148844718933105,,
8601,-0.05478019267320633,0.001,292,72868.984375,11140,314798,10604.57420942,2518488,56.21,-4533.0322265625,2.520009994506836,,
8601,-0.12999406456947327,0.001,292,99929.765625,11144,314827,10609.778596729999,2518720,55.15,-4747.716796875,2.535691499710083,,
8602,-0.7046157121658325,0.001,292,72529.5859375,11148,314863,10609.492688970002,2519008,55.85,-4974.2861328125,2.553199052810669,,
8602,0.03589468449354172,0.001,292,101455.046875,11152,314887,10607.184045830001,2519200,56.28,-5018.1044921875,2.5631141662597656,,
8603,-0.1916605532169342,0.001,292,69862.9140625,11156,314912,10606.862989050001,2519400,56.15,-4703.60546875,2.5712838172912598,,
