time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
106952,332,10727.581161690001,8708,2899256,21.94,3.9522175788879395,482335.96875,362394,-5944.94921875,0.001,-0.3595752418041229,,
106956,332,10728.420707279998,8709,2899376,22.06,3.9608983993530273,222421.359375,362409,-6208.3955078125,0.001,0.28570669889450073,,
106960,332,10729.594259030002,8709,2899440,22.11,3.9648611545562744,167871.5625,362417,-6226.341796875,0.001,-0.23570211231708527,,
106964,332,10727.373655599999,8709,2899536,22.22,3.9682259559631348,212998.46875,362429,-6068.853515625,0.001,0.23241189122200012,,
106968,332,10723.7816652,8709,2899600,22.34,3.9715678691864014,394830.25,362437,-5637.21728515625,0.001,0.2665861248970032,,
106972,332,10719.881300580004,8710,2899720,22.35,3.9766948223114014,213810.703125,362452,-5914.46875,0.001,-0.2643502950668335,,
106976,332,10723.527555649998,8710,2899816,22.3,3.979405164718628,357341.9375,362464,-5912.3583984375,0.001,0.7553290128707886,,
106980,332,10723.458700649999,8710,2899896,22.34,3.976853609085083,341670.78125,362474,-6218.05078125,0.001,0.6141716241836548,,
106983,332,10700.67706973,8710,2900000,22.73,3.972926378250122,265552.28125,362487,-6071.94677734375,0.001,0.5536344647407532,,
,,,,2900000,,,,,,,,17.0,10927.5731134
106984,332,10698.892217539998,8711,2900000,22.76,,,,,,,,
106988,332,10698.78021277,8711,2900072,22.94,3.9699394702911377,300666.78125,362496,-6103.85888671875,0.001,0.611687183380127,,
106992,332,10699.051248619999,8711,2900152,22.72,3.9659552574157715,199285.765625,362506,-5820.67724609375,0.001,0.1781323105096817,,
106996,332,10700.352113279998,8712,2900224,22.69,3.9595398902893066,305888.5,362515,-6190.07861328125,0.001,0.08446048945188522,,
107000,332,10747.788013050002,8712,2900312,21.53,3.9528112411499023,227312.453125,362526,-5964.69921875,0.001,0.17097164690494537,,
107004,332,10755.57025563,8712,2900400,21.36,3.944403648376465,191081.9375,362537,-5975.88671875,0.001,0.4946608543395996,,
107008,332,10759.58937204,8713,2900456,21.54,3.9407238960266113,356986.0,362544,-5979.4814453125,0.001,-0.0902290865778923,,
107012,332,10758.01465605,8713,2900536,21.57,3.9376509189605713,207715.640625,362554,-6091.14404296875,0.001,-0.42445728182792664,,
107016,332,10758.767195119999,8713,2900616,21.55,3.9386203289031982,265510.84375,362564,-5862.3076171875,0.001,0.018683984875679016,,
107020,332,10762.871541890001,8713,2900704,21.52,3.9416980743408203,303001.0625,362575,-6042.3349609375,0.001,0.09797082841396332,,
107024,332,10764.333256349999,8713,2900768,21.47,3.9414618015289307,155694.765625,362583,-5704.080078125,0.001,0.19411379098892212,,
107028,332,10781.13512119,8714,2900840,20.98,3.940309762954712,373191.125,362592,-5713.0634765625,0.001,-0.6048697829246521,,
107032,332,10789.49459695,8714,2900912,20.95,3.9394538402557373,271231.25,362601,-5866.45458984375,0.001,0.12874487042427063,,
107036,332,10799.98070335,8714,2900984,20.84,3.936617374420166,581989.75,362610,-6009.6728515625,0.001,-0.05937876179814339,,
107040,332,10820.46054471,8714,2901104,20.74,3.929349422454834,551400.75,362625,-5719.43896484375,0.001,1.205254077911377,,
107044,332,10826.57317128,8714,2901176,20.82,3.9215056896209717,198538.46875,362634,-5862.79296875,0.001,-0.03498057276010513,,
107048,332,10825.31273253,8715,2901240,20.98,3.9144697189331055,744553.4375,362642,-5286.6416015625,0.001,0.1278020143508911,,
107052,332,10847.44299361,8715,2901336,20.55,3.9045286178588867,126752.6953125,362654,-5798.5078125,0.001,0.6715391874313354,,
107056,332,10847.041406719998,8715,2901376,20.48,3.8980793952941895,140783.421875,362659,-5626.80615234375,0.001,0.6080676317214966,,
107060,332,10845.749901259998,8715,2901480,20.36,3.884838819503784,434418.875,362672,-5635.8515625,0.001,0.4334486126899719,,
107064,332,10848.773714079998,8716,2901528,20.21,3.877197027206421,174106.796875,362678,-6099.1826171875,0.001,1.3561663627624512,,
107068,332,10853.42761141,8716,2901616,20.13,3.8618621826171875,149823.09375,362689,-6137.171875,0.001,0.15306828916072845,,
107072,332,10853.686026139998,8716,2901752,20.19,3.84211802482605,281342.65625,362706,-6000.056640625,0.001,0.3640702962875366,,
107076,332,10857.43608978,8717,2901776,19.88,3.838721752166748,460057.53125,362709,-6096.44677734375,0.001,-0.12699192762374878,,
107080,332,10854.176624439999,8717,2901912,20.23,3.8268206119537354,294645.21875,362726,-5868.0419921875,0.001,0.4422885775566101,,
107084,332,10875.324406450001,8717,2901992,19.87,3.8226263523101807,153790.4375,362736,-6254.7529296875,0.001,0.48403191566467285,,
107088,332,10868.574060179999,8717,2902072,19.96,3.817790985107422,156490.859375,362746,-5927.5087890625,0.001,-0.6404053568840027,,
107092,332,10869.32425357,8717,2902136,19.99,3.81681227684021,211799.796875,362754,-5907.2568359375,0.001,-0.0843072310090065,,
107096,332,10870.87939232,8718,2902208,19.93,3.8152451515197754,287894.5625,362763,-5710.2392578125,0.001,-0.5079970359802246,,
107100,332,10880.982870189999,8718,2902280,19.7,3.8149120807647705,197546.15625,362772,-6017.60888671875,0.001,-0.2883661389350891,,
107104,332,10734.69746354,8718,2902368,19.79,3.8160877227783203,227103.65625,362783,-5914.05859375,0.001,-0.4274473786354065,,
107108,332,10733.2622046,8718,2902424,19.69,3.8170418739318848,521032.6875,362790,-5541.9541015625,0.001,-0.7866827249526978,,
107112,332,10732.517393080001,8718,2902520,19.65,3.821732521057129,265395.875,362802,-5891.64306640625,0.001,-0.47474801540374756,,
107116,332,10732.355153,8719,2902568,19.63,3.823965072631836,350834.59375,362808,-5813.068359375,0.001,-0.24491949379444122,,
107120,332,10733.046393280001,8719,2902664,19.45,3.8277018070220947,213984.25,362820,-5456.515625,0.001,-0.6426186561584473,,
107124,332,10734.077097050003,8719,2902760,19.68,3.8327009677886963,381397.0625,362832,-5957.92041015625,0.001,-0.5343426465988159,,
107128,332,10734.390289210001,8719,2902824,19.9,3.8366825580596924,869942.25,362840,-5669.5595703125,0.001,-1.340174674987793,,
107132,332,10732.291380319999,8719,2902904,19.82,3.8434548377990723,143468.65625,362850,-5836.2275390625,0.001,-0.3966176509857178,,
107136,332,10725.71698704,8719,2902968,19.87,3.8505024909973145,381306.5625,362858,-5785.8916015625,0.001,0.12352248281240463,,
107140,332,10591.4574265,8720,2903032,19.75,3.8557162284851074,155889.28125,362866,-5891.44921875,0.001,-0.5557062029838562,,
107144,332,10589.238365799998,8720,2903112,19.65,3.862614393234253,193996.28125,362876,-5787.8564453125,0.001,-0.21112297475337982,,
107148,332,10590.44934337,8720,2903184,19.43,3.8666718006134033,263241.25,362885,-6019.3583984375,0.001,0.2011255919933319,,
107152,332,10590.049082250001,8720,2903248,19.34,3.8703770637512207,169695.03125,362893,-6166.2626953125,0.001,-0.3709830045700073,,
107156,332,10589.448411099998,8720,2903328,19.34,3.8739161491394043,341158.875,362903,-5909.18359375,0.001,-1.0078229904174805,,
107160,332,10590.08801495,8721,2903400,19.33,3.8779690265655518,219038.75,362912,-6232.310546875,0.001,-0.2583751678466797,,
107164,332,10590.01936936,8721,2903464,19.33,3.8815243244171143,192092.96875,362920,-6020.6728515625,0.001,0.561320424079895,,
107168,332,10586.29267617,8721,2903592,19.44,3.888023614883423,619925.125,362936,-6120.10498046875,0.001,0.5732064247131348,,
107172,332,10588.38606518,8721,2903624,19.37,3.8894927501678467,142713.625,362940,-5771.35302734375,0.001,-0.07819721102714539,,
107176,332,10587.5263084,8722,2903752,19.41,3.8971691131591797,165160.84375,362956,-5862.87890625,0.001,-0.22366809844970703,,
107180,332,10592.256665590001,8722,2903808,19.17,3.8993282318115234,223308.140625,362963,-6243.99609375,0.001,0.4992818832397461,,
107184,332,10594.265537149999,8722,2903880,19.3,3.900876522064209,197007.46875,362972,-6025.96240234375,0.001,0.8035324811935425,,
107188,332,10597.131396549998,8723,2903968,19.07,3.899576425552368,200734.78125,362983,-5767.544921875,0.001,0.22860802710056305,,
107192,332,10598.88281381,8723,2904056,19.11,3.896211862564087,323022.46875,362994,-5596.513671875,0.001,-0.12268367409706116,,
107196,332,10593.387889979998,8723,2904128,19.23,3.891955852508545,133784.375,363003,-6238.4130859375,0.001,1.358933448791504,,
107200,332,10591.541613590003,8723,2904224,19.35,3.879654884338379,154260.625,363015,-5902.90576171875,0.001,0.725956380367279,,
107204,332,10736.06235644,8724,2904280,19.41,3.8682332038879395,182014.625,363022,-5757.73828125,0.001,1.0926988124847412,,
107208,332,10736.653831429998,8724,2904408,19.36,3.8499746322631836,382704.9375,363038,-5712.37744140625,0.001,-0.056445151567459106,,
107212,332,10736.632509629997,8724,2904480,19.65,3.8409759998321533,213586.59375,363047,-5851.28955078125,0.001,-0.08904507756233215,,
107216,332,10736.622650889998,8724,2904576,19.65,3.83126163482666,173467.21875,363059,-6012.7802734375,0.001,0.33476677536964417,,
107220,332,10735.262681830001,8724,2904640,19.75,3.82326340675354,114052.5,363067,-6190.859375,0.001,0.4410402774810791,,
107224,332,10727.085344879999,8725,2904720,19.85,3.8165435791015625,141562.0625,363077,-5464.361328125,0.001,0.26767510175704956,,
107228,332,10729.69450269,8725,2904800,19.71,3.808887243270874,330041.625,363087,-5668.26513671875,0.001,-0.2967797815799713,,
107232,332,10728.24370056,8725,2904872,19.78,3.8005383014678955,139691.734375,363096,-5949.16845703125,0.001,-0.044146470725536346,,
107236,332,10731.86173688,8725,2904960,19.84,3.792510509490967,144813.34375,363107,-5982.8974609375,0.001,0.17238351702690125,,
107240,332,10867.41455568,8725,2905016,19.96,3.7891359329223633,136553.34375,363114,-6078.0263671875,0.001,0.5109023451805115,,
107244,332,10866.590206409997,8726,2905144,20.07,3.7804949283599854,158000.71875,363130,-5696.14404296875,0.001,0.04760533571243286,,
107248,332,10866.53971186,8726,2905168,20.11,3.7802984714508057,184079.75,363133,-5794.31201171875,0.001,-0.7816318273544312,,
107252,332,10866.88744217,8726,2905288,20.18,3.779648542404175,343038.28125,363148,-6100.0048828125,0.001,-0.36290958523750305,,
107256,332,10867.33521436,8726,2905320,20.27,3.7796630859375,114419.125,363152,-5602.0732421875,0.001,-0.010117053985595703,,
107260,332,10867.69148118,8727,2905440,20.23,3.7796008586883545,296640.65625,363167,-5770.810546875,0.001,-0.011604644358158112,,
107264,332,10868.10818188,8727,2905480,20.31,3.7807278633117676,200910.25,363172,-6090.9248046875,0.001,-0.928169846534729,,
107268,332,10872.496880690001,8727,2905608,20.17,3.788458824157715,302032.3125,363188,-5643.224609375,0.001,-0.7501325011253357,,
107272,332,10872.02056905,8727,2905640,20.31,3.791558027267456,205444.59375,363192,-6097.33642578125,0.001,-1.0031863451004028,,
107276,332,10871.91937224,8728,2905752,20.19,3.8100638389587402,238599.5,363206,-5867.27734375,0.001,-1.094144344329834,,
107280,332,10869.912663699999,8728,2905776,20.08,3.8144500255584717,351907.4375,363209,-5860.5341796875,0.001,-0.5352300405502319,,
107284,332,10873.551411389999,8728,2905896,19.95,3.8340909481048584,225839.125,363224,-5960.73779296875,0.001,0.03249913454055786,,
107288,332,10872.83874958,8728,2905928,19.96,3.837620735168457,219834.3125,363228,-5791.3037109375,0.001,-0.371256947517395,,
107292,332,10875.484570989998,8728,2906056,19.89,3.855665683746338,216673.90625,363244,-5846.033203125,0.001,-0.6829959154129028,,
107296,332,10863.0161878,8728,2906144,19.99,3.8657517433166504,433518.84375,363255,-6096.3115234375,0.001,-0.3392339050769806,,
107300,332,10867.448014679998,8729,2906208,19.84,3.872910499572754,315686.40625,363263,-6073.708984375,0.001,0.17077872157096863,,
107304,332,10866.84207246,8729,2906328,19.88,3.879908561706543,187774.125,363278,-5816.68994140625,0.001,0.17620784044265747,,
107308,332,10866.918708869998,8729,2906408,20.0,3.882460594177246,259921.9375,363288,-6041.69384765625,0.001,0.5536958575248718,,
107312,332,10862.871642720002,8729,2906496,19.82,3.881927490234375,240276.625,363299,-5978.8564453125,0.001,0.6729118824005127,,
107316,332,10736.474171599997,8730,2906592,20.41,3.879803419113159,190657.734375,363311,-6007.7900390625,0.001,0.7028534412384033,,
107320,332,10737.60520866,8730,2906632,20.35,3.877974033355713,176375.25,363316,-5963.58447265625,0.001,0.5133435130119324,,
107324,332,10744.07872764,8730,2906752,20.07,3.872042417526245,485866.59375,363331,-5585.4736328125,0.001,0.6642458438873291,,
107328,332,10746.113385999999,8730,2906776,19.98,3.87080979347229,186585.859375,363334,-5718.51953125,0.001,0.15464456379413605,,
107332,332,10746.88949101,8730,2906896,19.91,3.8620710372924805,225345.578125,363349,-5995.8525390625,0.001,0.35257411003112793,,
107336,332,10747.11419748,8730,2906976,19.88,3.8575167655944824,330565.78125,363359,-5583.5615234375,0.001,-0.2815440893173218,,
107340,332,10746.10166495,8731,2907056,20.02,3.8522872924804688,312614.25,363369,-5893.5390625,0.001,0.06885850429534912,,
107344,332,10590.314306029999,8731,2907136,20.2,3.845513105392456,249986.75,363379,-5979.330078125,0.001,-0.048679158091545105,,
107348,332,10590.579690229999,8732,2907264,20.05,3.8357808589935303,481201.59375,363395,-5964.2177734375,0.001,0.13525766134262085,,
107352,332,10451.00667274,8732,2907336,20.45,3.829861879348755,165123.78125,363404,-5841.7353515625,0.001,0.38623881340026855,,
107356,332,10446.97602482,8732,2907408,20.55,3.8237483501434326,335131.25,363413,-5981.841796875,0.001,0.607888400554657,,
107360,332,10448.98409022,8732,2907488,20.52,3.8187482357025146,503307.1875,363423,-6032.64892578125,0.001,0.5243991613388062,,
107364,332,10448.107034569999,8733,2907608,20.64,3.808894157409668,363587.25,363438,-5762.6181640625,0.001,1.3788361549377441,,
107368,332,10445.72362987,8733,2907640,20.64,3.801896572113037,244643.6875,363442,-5874.751953125,0.001,-0.16375687718391418,,
107372,332,10446.3802979,8733,2907752,20.52,3.7895684242248535,193625.421875,363456,-5767.82958984375,0.001,0.5948196053504944,,
107376,332,10441.371924530002,8733,2907824,20.89,3.7789905071258545,338625.5,363465,-5921.359375,0.001,0.6035521030426025,,
107380,332,10445.24585437,8733,2907904,20.94,3.7628355026245117,186193.40625,363475,-5980.61962890625,0.001,0.565361738204956,,
107384,332,10442.02945235,8734,2907992,20.92,3.748220443725586,180651.046875,363486,-5767.58740234375,0.001,0.9663907289505005,,
107388,332,10443.77071199,8734,2908080,20.98,3.725130081176758,438307.375,363497,-5755.79638671875,0.001,0.5913211107254028,,
107392,332,10442.46511654,8734,2908184,21.03,3.703251361846924,335323.25,363510,-6090.27783203125,0.001,0.09897118806838989,,
107396,332,10457.558790289999,8735,2908328,20.9,3.6735641956329346,164850.96875,363528,-6049.9365234375,0.001,0.9943442940711975,,
107400,332,10455.27260582,8735,2908400,20.94,3.6596131324768066,187751.328125,363537,-6032.6220703125,0.001,0.05641436576843262,,
107404,332,10449.60010942,8735,2908480,21.15,3.642446517944336,280276.625,363547,-5943.09228515625,0.001,0.7761156558990479,,
107408,332,10282.53373872,8735,2908544,21.78,3.634355306625366,256115.1875,363555,-6040.8935546875,0.001,-0.3916759490966797,,
107412,332,10281.99407319,8735,2908656,21.94,3.620201587677002,169739.859375,363569,-5973.953125,0.001,-0.0613231360912323,,
107416,332,10408.32214579,8735,2908696,21.32,3.6149215698242188,235192.890625,363574,-5973.1376953125,0.001,0.7210108041763306,,
107420,332,10407.63572717,8736,2908792,21.36,3.6034460067749023,282906.375,363586,-5707.4951171875,0.001,0.052454352378845215,,
107424,332,10408.28612811,8736,2908872,21.31,3.597788095474243,271325.96875,363596,-5604.3623046875,0.001,-0.21995025873184204,,
107428,332,10408.89032363,8736,2908960,21.27,3.5948646068573,124309.90625,363607,-5787.771484375,0.001,0.1909191757440567,,
107432,332,10392.90317239,8737,2909024,21.63,3.595054864883423,318630.875,363615,-5562.296875,0.001,-0.40342894196510315,,
107436,332,10390.86320376,8737,2909096,21.59,3.5971648693084717,341312.5,363624,-5632.9033203125,0.001,-0.18990449607372284,,
107440,332,10388.896469489999,8737,2909184,21.38,3.602238416671753,256941.125,363635,-5632.34130859375,0.001,-0.7218676805496216,,
107444,332,10537.61882168,8738,2909264,21.3,3.606827974319458,214469.75,363645,-5831.54931640625,0.001,0.7150722742080688,,
107448,332,10538.40048276,8738,2909360,21.42,3.606635332107544,182563.875,363657,-5795.99658203125,0.001,0.22048285603523254,,
107452,332,10675.99040491,8738,2909408,21.04,3.6055617332458496,191989.96875,363663,-5919.25390625,0.001,0.049757421016693115,,
107456,332,10680.05859972,8738,2909512,20.94,3.599479913711548,210636.09375,363676,-6009.53271484375,0.001,0.05079859495162964,,
107460,332,10678.875196439998,8739,2909568,21.01,3.597074270248413,357687.09375,363683,-5994.99072265625,0.001,0.14350642263889313,,
107464,332,10677.32412179,8739,2909640,20.89,3.5939409732818604,300306.6875,363692,-5855.3525390625,0.001,0.18849748373031616,,
107468,332,10680.876425890001,8739,2909736,20.78,3.5893449783325195,205717.28125,363704,-5993.44384765625,0.001,0.9738115072250366,,
107472,332,10519.50919302,8739,2909800,20.88,3.5821752548217773,217752.5,363712,-5853.76904296875,0.001,0.01591399312019348,,
107476,332,10519.41800996,8740,2909872,20.65,3.5770785808563232,397491.8125,363721,-5557.5673828125,0.001,0.16846813261508942,,
107480,332,10515.706768139999,8740,2909976,20.62,3.571521043777466,242540.625,363734,-5567.376953125,0.001,0.25392141938209534,,
107480,332,10515.706768139999,8740,2910000,20.62,3.570294141769409,225959.375,363737,-5728.458984375,0.001,-0.14193615317344666,,
,,,,2910000,,,,,,,,18.0,10864.8485658
107484,332,10515.433275939999,8740,2910040,20.79,3.5685930252075195,403854.75,363742,-5620.3974609375,0.001,0.2871026396751404,,
107488,332,10515.1887843,8741,2910144,20.72,3.5637433528900146,339725.9375,363755,-5914.98486328125,0.001,-0.49239951372146606,,
107492,332,10511.771250889997,8741,2910216,20.67,3.562877893447876,201899.1875,363764,-5687.18359375,0.001,0.03496392071247101,,
107496,332,10508.77547811,8741,2910304,20.81,3.5624895095825195,288950.125,363775,-5877.55224609375,0.001,-0.43922919034957886,,
107500,332,10507.66020843,8741,2910384,20.86,3.562579393386841,338522.875,363785,-5955.7216796875,0.001,0.25039610266685486,,
107504,332,10513.50656606,8742,2910456,20.59,3.5630273818969727,360494.1875,363794,-5663.84765625,0.001,-1.0000171661376953,,
107508,332,10682.88703916,8742,2910544,19.67,3.5677125453948975,437676.03125,363805,-5615.57080078125,0.001,-0.893051028251648,,
107512,332,10685.54981014,8742,2910584,19.55,3.5694162845611572,214457.15625,363810,-6038.30615234375,0.001,-0.6154693961143494,,
107516,332,10688.128701550002,8742,2910680,19.58,3.579833745956421,136729.203125,363822,-5790.318359375,0.001,0.38054022192955017,,
107520,332,10688.817082480002,8742,2910752,19.63,3.58724045753479,201942.609375,363831,-5842.76123046875,0.001,-0.41515469551086426,,
107524,332,10688.173588790001,8743,2910832,19.75,3.598015069961548,280629.875,363841,-5607.30859375,0.001,-0.2405358850955963,,
107528,332,10688.008725700001,8743,2910920,19.71,3.605574369430542,235597.75,363852,-5736.8115234375,0.001,-0.06215956062078476,,
107532,332,10697.852809979999,8743,2910968,19.49,3.609518527984619,167982.15625,363858,-5645.4921875,0.001,-0.2519468367099762,,
107536,332,10700.23709297,8743,2911056,19.48,3.614971160888672,421462.8125,363869,-5841.2041015625,0.001,0.31360024213790894,,
107540,332,10702.4717946,8743,2911112,19.51,3.6157562732696533,157176.875,363876,-5982.43603515625,0.001,0.22268907725811005,,
107544,332,10708.55229867,8743,2911200,19.4,3.614935874938965,418211.75,363887,-5926.494140625,0.001,0.45253637433052063,,
107548,332,10705.237936380001,8744,2911296,19.41,3.616117238998413,365221.0,363899,-5690.517578125,0.001,-0.8235636353492737,,
107552,332,10708.48936265,8744,2911352,19.39,3.616753339767456,236731.9375,363906,-5896.861328125,0.001,0.9972962141036987,,
107556,332,10706.88414104,8744,2911440,19.44,3.6142771244049072,213709.78125,363917,-6052.1142578125,0.001,0.4605973958969116,,
107560,332,10704.78194557,8744,2911512,19.41,3.611914873123169,595384.0,363926,-6197.4609375,0.001,0.4346632957458496,,
107564,332,10702.77777486,8745,2911584,19.48,3.609865188598633,143130.34375,363935,-6062.05078125,0.001,-0.28260040283203125,,
107568,332,10696.123333959998,8745,2911720,19.65,3.6004817485809326,183304.46875,363952,-6034.65478515625,0.001,0.024096131324768066,,
107572,332,10856.017518120001,8745,2911776,19.69,3.59775710105896,268810.5625,363959,-6059.673828125,0.001,0.010782226920127869,,
107576,332,10857.0158843,8745,2911872,19.72,3.59379506111145,217827.84375,363971,-6020.8486328125,0.001,-0.6414017677307129,,
107580,332,10854.93755101,8745,2911912,19.67,3.5939128398895264,223333.5,363976,-6265.888671875,0.001,0.502135694026947,,
107584,332,10855.156190330003,8746,2912008,19.52,3.591723918914795,180215.296875,363988,-5708.5537109375,0.001,0.07635211199522018,,
107588,332,10853.614433950002,8746,2912040,19.5,3.5909318923950195,402912.84375,363992,-6051.05126953125,0.001,0.36090144515037537,,
107592,332,10854.913378620002,8746,2912152,19.47,3.5864531993865967,291311.625,364006,-5958.447265625,0.001,0.30803534388542175,,
107596,332,10858.15099585,8746,2912192,19.23,3.5852973461151123,488403.8125,364011,-5780.9794921875,0.001,-0.1637672334909439,,
107600,332,10855.078700749997,8747,2912312,19.19,3.5808205604553223,158724.21875,364026,-5624.47021484375,0.001,0.017501667141914368,,
107604,332,10856.64221855,8747,2912360,19.11,3.578462839126587,104831.640625,364032,-5987.78759765625,0.001,0.6752129793167114,,
107608,332,10850.441413129998,8747,2912456,19.25,3.571402072906494,193117.5,364044,-5540.54296875,0.001,0.30070623755455017,,
107612,332,10850.879701770002,8747,2912504,19.29,3.568290948867798,153742.625,364050,-6077.08349609375,0.001,0.1754750907421112,,
107616,332,10851.34588778,8747,2912592,19.22,3.5652167797088623,183898.125,364061,-5948.03125,0.001,0.16904433071613312,,
107620,332,10852.268638649999,8747,2912656,19.25,3.564361333847046,178218.90625,364069,-5611.8955078125,0.001,-0.06924323737621307,,
107624,332,10853.0553091,8748,2912760,19.23,3.56339430809021,126440.984375,364082,-6037.3115234375,0.001,0.26029452681541443,,
107628,332,10850.72511694,8748,2912824,19.44,3.5617640018463135,180127.34375,364090,-5731.9580078125,0.001,0.5215365886688232,,
107632,332,10857.324903539999,8748,2912912,19.37,3.560218572616577,415839.96875,364101,-5968.57177734375,0.001,-0.060536760836839676,,
107636,332,10858.806325900001,8748,2912960,19.35,3.5604419708251953,242320.59375,364107,-5804.4599609375,0.001,0.11504809558391571,,
107640,332,10859.854671120002,8749,2913072,19.32,3.562635898590088,157391.625,364121,-5928.7255859375,0.001,-0.007125005125999451,,
107644,332,10863.796776740002,8749,2913112,19.38,3.564934253692627,192360.4375,364126,-6112.107421875,0.001,-0.34614649415016174,,
107648,332,10866.399002110002,8749,2913216,19.3,3.567293882369995,176765.109375,364139,-5964.04248046875,0.001,-0.3129027187824249,,
107652,332,10867.57515378,8749,2913312,19.31,3.568432331085205,315172.8125,364151,-5370.138671875,0.001,-0.2164548635482788,,
107656,332,10869.47006106,8749,2913360,19.24,3.5695345401763916,245930.0,364157,-5890.2353515625,0.001,-0.06461380422115326,,
107660,332,10873.82190807,8750,2913496,19.3,3.573941469192505,185026.84375,364174,-5707.06298828125,0.001,-0.6859699487686157,,
107664,332,10876.423022200002,8750,2913552,19.56,3.5765633583068848,237696.03125,364181,-5609.9755859375,0.001,0.1685948371887207,,
107668,332,10882.320116189998,8751,2913664,19.41,3.583280324935913,158291.0625,364195,-5814.4443359375,0.001,-0.09999080002307892,,
107672,332,10878.95462997,8751,2913704,19.47,3.585371732711792,817613.5,364200,-5891.2255859375,0.001,-0.5882062315940857,,
107676,332,10884.36357319,8751,2913808,19.24,3.596564531326294,308537.0625,364213,-5934.0947265625,0.001,0.2794593274593353,,
107680,332,10885.772494450002,8751,2913904,19.41,3.6044535636901855,275814.46875,364225,-5816.396484375,0.001,-1.0602473020553589,,
107684,332,10884.617798080002,8751,2913952,19.53,3.609161615371704,251070.625,364231,-5960.9345703125,0.001,-0.4186328649520874,,
107688,332,10883.564942720002,8752,2914064,19.52,3.6193318367004395,284425.75,364245,-5631.5517578125,0.001,-0.42458850145339966,,
107692,332,10884.982300750002,8752,2914128,19.6,3.6306653022766113,186183.921875,364253,-5466.01123046875,0.001,-0.7840632796287537,,
107696,332,10883.579838269998,8752,2914208,19.75,3.643484115600586,519077.375,364263,-6087.130859375,0.001,-0.5170553922653198,,
107700,332,10882.236321699998,8752,2914336,20.05,3.6654486656188965,123077.21875,364279,-5870.4833984375,0.001,-0.4221615493297577,,
107704,332,10881.818636610004,8753,2914376,20.23,3.6683106422424316,169164.625,364284,-6132.142578125,0.001,-0.8785545825958252,,
107708,332,10887.650527499998,8753,2914480,20.19,3.6838784217834473,254941.046875,364297,-5960.3828125,0.001,0.15158551931381226,,
107712,332,10882.641970010001,8753,2914544,20.16,3.6883888244628906,341187.5,364305,-5771.16796875,0.001,-0.9940410852432251,,
107716,332,10879.193949729997,8753,2914632,20.22,3.6992387771606445,187357.375,364316,-5974.88037109375,0.001,-0.31713026762008667,,
107720,332,10877.4740996,8753,2914696,20.05,3.707730770111084,273507.84375,364324,-6057.93310546875,0.001,-0.3381989598274231,,
107724,332,10875.82893806,8754,2914776,20.22,3.7162492275238037,203743.21875,364334,-6268.6328125,0.001,-0.15482300519943237,,
107728,332,10878.48723466,8754,2914872,20.09,3.7256975173950195,221142.03125,364346,-5784.7236328125,0.001,-0.7154741287231445,,
107732,332,10877.232892610002,8754,2914920,20.08,3.7294838428497314,109063.6328125,364352,-5872.0888671875,0.001,0.23373201489448547,,
107736,332,10875.61420141,8754,2915032,20.18,3.7377564907073975,381340.75,364366,-5793.7197265625,0.001,-0.09548963606357574,,
107740,332,10873.566193489998,8754,2915080,20.29,3.7394790649414062,289230.03125,364372,-6200.55712890625,0.001,0.07495035231113434,,
107744,332,10869.827785459998,8755,2915168,20.28,3.7422428131103516,274596.875,364383,-5925.03125,0.001,-0.21240337193012238,,
107748,332,10871.823482180003,8755,2915224,20.26,3.7440731525421143,191417.9375,364390,-5956.5673828125,0.001,0.5049719214439392,,
107752,332,10868.256967510002,8755,2915312,20.19,3.744964599609375,285986.1875,364401,-5860.1865234375,0.001,-0.11580239981412888,,
107756,332,10865.97812468,8755,2915376,20.19,3.746880292892456,152262.1875,364409,-5849.244140625,0.001,-0.4420282244682312,,
107760,332,10863.302183020001,8756,2915496,20.12,3.75478196144104,251544.578125,364424,-5618.21728515625,0.001,-0.46538597345352173,,
107764,332,10745.04693136,8756,2915576,20.05,3.7620465755462646,252377.515625,364434,-5694.6669921875,0.001,-0.2473006397485733,,
107768,332,10742.568884670001,8756,2915696,20.34,3.7753868103027344,200769.28125,364449,-5851.810546875,0.001,-0.48767155408859253,,
107772,332,10743.557763249999,8756,2915728,20.37,3.7806739807128906,102503.8984375,364453,-6045.0810546875,0.001,-0.14729160070419312,,
107776,332,10742.927960359999,8756,2915856,20.4,3.7924115657806396,203893.328125,364469,-6030.87841796875,0.001,-0.47892290353775024,,
107780,332,10745.106608519998,8757,2915904,20.27,3.797191858291626,442637.625,364475,-6093.91015625,0.001,-0.3052250146865845,,
107784,332,10745.842326400001,8757,2915992,20.2,3.806997060775757,163914.78125,364486,-5814.3857421875,0.001,-1.041140079498291,,
107788,332,10749.36286172,8757,2916040,20.21,3.8125123977661133,244799.125,364492,-5875.3486328125,0.001,-0.5049220323562622,,
107792,332,10748.24849209,8757,2916144,20.18,3.8229832649230957,190828.46875,364505,-5584.42236328125,0.001,-0.894997775554657,,
107796,332,10749.28177307,8758,2916224,20.11,3.8327877521514893,137562.0,364515,-5837.548828125,0.001,-0.8848368525505066,,
